Cpd,Mass,RT,Quality Score,m/z,Show/Hide,Label,Avg Mass,Std Dev,Base Peak,Polarity,Max Z,Min Z,Start,End,Height,Width,Vol,Vol %,Ions,Z Count,Saturated,Group,Cpds/Group,File,Algorithm
1896,711.9762,16.095,87.5,710.9689,TRUE,Cpd 1896: 16.095,713.458,,712.9576,Negative,-1,-1,16.011,16.211,7713,0.09,51660,0.01,4,1,,400,28,NZ_180709_s07.d,Find by Molecular Feature
1895,644.1608,16.094,89,643.1536,TRUE,Cpd 1895: 16.094,644.4355,,643.1536,Negative,-1,-1,16.053,16.178,23962,0.041,78531,0.02,3,1,,400,28,NZ_180709_s07.d,Find by Molecular Feature
1894,472.3,16.093,100,471.2927,TRUE,Cpd 1894: 16.093,472.9799,,471.2927,Negative,-1,-1,16.019,16.194,5376,0.093,51215,0.01,3,1,,400,28,NZ_180709_s07.d,Find by Molecular Feature
1893,370.2315,16.093,73.3,369.2243,TRUE,Cpd 1893: 16.093,370.5338,,369.2243,Negative,-1,-1,15.995,16.153,3123,0.086,19054,0,2,1,,400,28,NZ_180709_s07.d,Find by Molecular Feature
1892,512.3288,16.093,100,511.3216,TRUE,Cpd 1892: 16.093,513.2246,,511.3216,Negative,-1,-1,15.995,16.219,3058,0.097,43506,0.01,3,1,,400,28,NZ_180709_s07.d,Find by Molecular Feature
1891,707.9638,16.092,76.9,706.9565,TRUE,Cpd 1891: 16.092,708.1185,,706.9565,Negative,-1,-1,16.061,16.136,5632,0.036,15110,0,2,1,,400,28,NZ_180709_s07.d,Find by Molecular Feature
1890,484.2996,16.092,100,483.2924,TRUE,Cpd 1890: 16.092,484.6181,,483.2924,Negative,-1,-1,16.011,16.161,3766,0.084,30039,0.01,2,1,,400,28,NZ_180709_s07.d,Find by Molecular Feature
1889,496.2995,16.092,81.1,495.2922,TRUE,Cpd 1889: 16.092,496.5665,,495.2922,Negative,-1,-1,16.003,16.169,2155,0.084,11473,0,2,1,,400,28,NZ_180709_s07.d,Find by Molecular Feature
1888,430.2535,16.091,87,429.2462,TRUE,Cpd 1888: 16.091,430.5686,,429.2462,Negative,-1,-1,15.986,16.128,2312,0.083,14552,0,2,1,,400,28,NZ_180709_s07.d,Find by Molecular Feature
1887,358.2326,16.091,67.5,357.2253,TRUE,Cpd 1887: 16.091,358.8109,,357.2253,Negative,-1,-1,16.011,16.178,3371,0.079,24777,0.01,3,1,,400,28,NZ_180709_s07.d,Find by Molecular Feature
1886,544.3188,16.09,95.9,543.3115,TRUE,Cpd 1886: 16.090,545.1235,,543.3115,Negative,-1,-1,15.995,16.178,1467,0.095,16675,0,3,1,,400,28,NZ_180709_s07.d,Find by Molecular Feature
1885,715.955,16.09,74.5,714.9477,TRUE,Cpd 1885: 16.090,716.1004,,714.9477,Negative,-1,-1,16.053,16.128,7360,0.035,19190,0,2,1,,400,28,NZ_180709_s07.d,Find by Molecular Feature
1884,482.2844,16.089,67.2,481.2771,TRUE,Cpd 1884: 16.089,482.5836,,481.2771,Negative,-1,-1,16.011,16.136,2174,0.073,10792,0,2,1,,399,3,NZ_180709_s07.d,Find by Molecular Feature
1883,1684.0785,16.088,80,420.0123,TRUE,Cpd 1883: 16.088,1684.2912,,420.0123,Negative,-4,-4,16.019,16.161,2948,0.08,14765,0,2,1,,399,3,NZ_180709_s07.d,Find by Molecular Feature
1882,3191.9699,16.087,74.2,530.9877,TRUE,Cpd 1882: 16.087,3192.3277,,530.9877,Negative,-6,-6,16.003,16.236,7882,0.122,58052,0.01,3,1,,399,3,NZ_180709_s07.d,Find by Molecular Feature
1881,468.2698,16.086,83.1,467.2625,TRUE,Cpd 1881: 16.086,468.5772,,467.2625,Negative,-1,-1,15.986,16.128,1669,0.077,7036,0,2,1,,398,12,NZ_180709_s07.d,Find by Molecular Feature
1880,355.1609,16.085,80,354.1536,TRUE,Cpd 1880: 16.085,355.6329,,354.1536,Negative,-1,-1,15.986,16.144,5154,0.093,38787,0.01,3,1,,398,12,NZ_180709_s07.d,Find by Molecular Feature
1879,470.2848,16.083,100,469.2775,TRUE,Cpd 1879: 16.083,470.5322,,469.2775,Negative,-1,-1,16.011,16.136,3485,0.072,21881,0.01,2,1,,398,12,NZ_180709_s07.d,Find by Molecular Feature
1878,1604.9368,16.083,54,533.9717,TRUE,Cpd 1878: 16.083,1605.197,,533.9717,Negative,-3,-3,16.044,16.136,1860,0.062,8803,0,2,1,,398,12,NZ_180709_s07.d,Find by Molecular Feature
1877,512.2937,16.083,69.7,511.2864,TRUE,Cpd 1877: 16.083,512.6404,,511.2864,Negative,-1,-1,16.019,16.194,1628,0.081,9200,0,2,1,,398,12,NZ_180709_s07.d,Find by Molecular Feature
1876,422.0168,16.083,80,421.0096,TRUE,Cpd 1876: 16.083,422.4062,,421.0096,Negative,-1,-1,15.986,16.169,12189,0.088,64792,0.02,3,1,,398,12,NZ_180709_s07.d,Find by Molecular Feature
1875,452.2745,16.082,60,451.2672,TRUE,Cpd 1875: 16.082,452.6187,,451.2672,Negative,-1,-1,16.044,16.103,1754,0.039,6045,0,2,1,,398,12,NZ_180709_s07.d,Find by Molecular Feature
1874,444.269,16.081,86.8,443.2617,TRUE,Cpd 1874: 16.081,444.5278,,443.2617,Negative,-1,-1,15.995,16.119,3334,0.067,13591,0,2,1,,398,12,NZ_180709_s07.d,Find by Molecular Feature
1873,679.9569,16.081,91.6,678.9496,TRUE,Cpd 1873: 16.081,680.1092,,678.9496,Negative,-1,-1,16.044,16.128,2369,0.048,8405,0,2,1,,398,12,NZ_180709_s07.d,Find by Molecular Feature
1872,1770.9866,16.08,64.4,1769.9793,TRUE,Cpd 1872: 16.080,1771.5346,,1770.9818,Negative,-1,-1,16.053,16.111,612,0.039,2139,0,2,1,,398,12,NZ_180709_s07.d,Find by Molecular Feature
1871,429.9693,16.08,100,428.9621,TRUE,Cpd 1871: 16.080,430.0735,,428.9621,Negative,-1,-1,16.028,16.153,12526,0.067,52224,0.01,2,1,,398,12,NZ_180709_s07.d,Find by Molecular Feature
1870,429.17,16.08,100,428.1627,TRUE,Cpd 1870: 16.080,429.4856,,428.1627,Negative,-1,-1,16.044,16.144,2028,0.06,10419,0,2,1,,398,12,NZ_180709_s07.d,Find by Molecular Feature
1869,408.0384,16.078,100,407.0311,TRUE,Cpd 1869: 16.078,408.1464,,407.0311,Negative,-1,-1,15.97,16.186,43311,0.077,194918,0.05,3,1,,397,10,NZ_180709_s07.d,Find by Molecular Feature
1868,676.1505,16.075,84.6,675.1432,TRUE,Cpd 1868: 16.075,676.8209,,675.1432,Negative,-1,-1,16.028,16.128,1442,0.066,8995,0,3,1,,397,10,NZ_180709_s07.d,Find by Molecular Feature
1867,394.0227,16.075,100,393.0154,TRUE,Cpd 1867: 16.075,394.2901,,393.0154,Negative,-1,-1,15.945,16.236,35368,0.116,250101,0.06,3,1,,397,10,NZ_180709_s07.d,Find by Molecular Feature
1866,574.0031,16.074,88,572.9958,TRUE,Cpd 1866: 16.074,574.851,,572.9958,Negative,-1,-1,16.036,16.119,1771,0.05,9392,0,3,1,,397,10,NZ_180709_s07.d,Find by Molecular Feature
1865,729.1849,16.073,71.1,728.1776,TRUE,Cpd 1865: 16.073,729.4956,,728.1776,Negative,-1,-1,16.044,16.111,909,0.039,2482,0,2,1,,397,10,NZ_180709_s07.d,Find by Molecular Feature
1864,415.2079,16.073,100,414.2006,TRUE,Cpd 1864: 16.073,415.5401,,414.2006,Negative,-1,-1,16.019,16.186,13631,0.061,72443,0.02,3,1,,397,10,NZ_180709_s07.d,Find by Molecular Feature
1863,400.2437,16.071,87,399.2364,TRUE,Cpd 1863: 16.071,400.5847,,399.2364,Negative,-1,-1,16.011,16.094,1952,0.056,9110,0,2,1,,397,10,NZ_180709_s07.d,Find by Molecular Feature
1862,390.0109,16.071,100,389.0036,TRUE,Cpd 1862: 16.071,390.1067,,389.0036,Negative,-1,-1,16.003,16.211,30006,0.08,156783,0.04,2,1,,397,10,NZ_180709_s07.d,Find by Molecular Feature
1861,380.0073,16.071,80,379.0001,TRUE,Cpd 1861: 16.071,380.9186,,379.0001,Negative,-1,-1,15.945,16.169,29516,0.081,271012,0.07,4,1,,397,10,NZ_180709_s07.d,Find by Molecular Feature
1860,600.2179,16.07,63,599.2107,TRUE,Cpd 1860: 16.070,600.5604,,599.2107,Negative,-1,-1,16.036,16.119,721,0.062,3384,0,2,1,,397,10,NZ_180709_s07.d,Find by Molecular Feature
1859,720.2645,16.064,100,719.2572,TRUE,Cpd 1859: 16.064,720.5446,,719.2572,Negative,-1,-1,16.019,16.111,1078,0.056,4658,0,2,1,,396,7,NZ_180709_s07.d,Find by Molecular Feature
1858,543.9781,16.064,100,542.9708,TRUE,Cpd 1858: 16.064,544.0947,,542.9708,Negative,-1,-1,15.986,16.169,56241,0.067,258840,0.06,3,1,,396,7,NZ_180709_s07.d,Find by Molecular Feature
1857,1499.9086,16.063,66.2,498.9623,TRUE,Cpd 1857: 16.063,1500.3295,,498.9623,Negative,-3,-3,15.986,16.161,2932,0.086,21151,0.01,2,1,,396,7,NZ_180709_s07.d,Find by Molecular Feature
1856,517.9804,16.063,100,516.9731,TRUE,Cpd 1856: 16.063,518.0996,,516.9731,Negative,-1,-1,15.986,16.144,74257,0.076,418314,0.11,3,1,,396,7,NZ_180709_s07.d,Find by Molecular Feature
1855,663.959,16.063,90.5,662.9517,TRUE,Cpd 1855: 16.063,664.1789,,662.9517,Negative,-1,-1,16.011,16.094,22243,0.044,77082,0.02,3,1,,396,7,NZ_180709_s07.d,Find by Molecular Feature
1854,529.9973,16.062,100,528.99,TRUE,Cpd 1854: 16.062,530.1038,,528.99,Negative,-1,-1,15.945,16.136,17751,0.078,95571,0.02,2,1,,396,7,NZ_180709_s07.d,Find by Molecular Feature
1853,764.2547,16.061,100,763.2474,TRUE,Cpd 1853: 16.061,764.5242,,763.2474,Negative,-1,-1,16.019,16.111,1366,0.051,4719,0,2,1,,396,7,NZ_180709_s07.d,Find by Molecular Feature
1852,681.9493,16.059,100,680.942,TRUE,Cpd 1852: 16.059,682.2517,,680.942,Negative,-1,-1,16.011,16.111,4387,0.056,20202,0.01,3,1,,395,5,NZ_180709_s07.d,Find by Molecular Feature
1851,410.2296,16.058,87,409.2223,TRUE,Cpd 1851: 16.058,410.5703,,409.2223,Negative,-1,-1,16.003,16.086,1712,0.05,7780,0,2,1,,395,5,NZ_180709_s07.d,Find by Molecular Feature
1850,699.9607,16.057,100,698.9535,TRUE,Cpd 1850: 16.057,700.0665,,698.9535,Negative,-1,-1,15.995,16.119,98273,0.059,447609,0.11,2,1,,395,5,NZ_180709_s07.d,Find by Molecular Feature
1849,361.9967,16.056,87,360.9894,TRUE,Cpd 1849: 16.056,362.0873,,360.9894,Negative,-1,-1,15.945,16.086,10313,0.074,47449,0.01,2,1,,395,5,NZ_180709_s07.d,Find by Molecular Feature
1848,651.958,16.055,100,650.9507,TRUE,Cpd 1848: 16.055,652.0823,,650.9507,Negative,-1,-1,16.003,16.186,4408,0.096,22223,0.01,2,1,,395,5,NZ_180709_s07.d,Find by Molecular Feature
1847,481.9807,16.05,66.5,480.9734,TRUE,Cpd 1847: 16.050,482.556,,480.9734,Negative,-1,-1,15.986,16.094,2731,0.063,16469,0,3,1,,394,3,NZ_180709_s07.d,Find by Molecular Feature
1846,435.9939,16.049,83.6,434.9866,TRUE,Cpd 1846: 16.049,436.1494,,434.9866,Negative,-1,-1,15.928,16.086,2673,0.094,15438,0,2,1,,394,3,NZ_180709_s07.d,Find by Molecular Feature
1845,447.9945,16.047,100,446.9872,TRUE,Cpd 1845: 16.047,448.689,,446.9872,Negative,-1,-1,15.961,16.136,10909,0.09,107691,0.03,3,1,,394,3,NZ_180709_s07.d,Find by Molecular Feature
1844,463.9719,16.042,100,462.9646,TRUE,Cpd 1844: 16.042,464.0566,,462.9646,Negative,-1,-1,15.986,16.094,9506,0.069,51749,0.01,2,1,,393,4,NZ_180709_s07.d,Find by Molecular Feature
1843,597.9843,16.041,67.5,596.977,TRUE,Cpd 1843: 16.041,598.3694,,596.977,Negative,-1,-1,15.97,16.086,3808,0.07,22713,0.01,3,1,,393,4,NZ_180709_s07.d,Find by Molecular Feature
1842,585.9684,16.04,100,584.9611,TRUE,Cpd 1842: 16.040,586.076,,584.9611,Negative,-1,-1,15.97,16.178,218751,0.062,885257,0.22,3,1,,393,4,NZ_180709_s07.d,Find by Molecular Feature
1841,469.9792,16.036,100,468.9719,TRUE,Cpd 1841: 16.036,470.0732,,468.9719,Negative,-1,-1,15.886,16.111,26293,0.107,196932,0.05,2,1,,393,4,NZ_180709_s07.d,Find by Molecular Feature
1840,852.3392,16.031,96.8,851.3319,TRUE,Cpd 1840: 16.031,852.6892,,851.3319,Negative,-1,-1,16.003,16.078,846,0.049,3883,0,2,1,,392,4,NZ_180709_s07.d,Find by Molecular Feature
1839,539.9615,16.031,100,538.9542,TRUE,Cpd 1839: 16.031,540.0663,,538.9542,Negative,-1,-1,15.986,16.086,6447,0.049,21099,0.01,2,1,,392,4,NZ_180709_s07.d,Find by Molecular Feature
1838,515.9997,16.03,100,514.9924,TRUE,Cpd 1838: 16.030,516.1355,,514.9924,Negative,-1,-1,15.945,16.103,4708,0.086,29729,0.01,2,1,,392,4,NZ_180709_s07.d,Find by Molecular Feature
1837,811.3585,16.029,89.1,810.3512,TRUE,Cpd 1837: 16.029,812.0161,,810.3512,Negative,-1,-1,16.003,16.078,1183,0.047,5726,0,3,1,,392,4,NZ_180709_s07.d,Find by Molecular Feature
1836,602.3271,16.024,78.1,601.3198,TRUE,Cpd 1836: 16.024,602.8346,,601.3198,Negative,-1,-1,15.97,16.186,2638,0.125,24777,0.01,3,1,,391,3,NZ_180709_s07.d,Find by Molecular Feature
1835,403.9883,16.024,80,402.981,TRUE,Cpd 1835: 16.024,404.0738,,402.981,Negative,-1,-1,15.803,16.219,1438131,0.123,11422000,2.87,4,1,S,391,3,NZ_180709_s07.d,Find by Molecular Feature
1834,530.1319,16.021,60,529.1246,TRUE,Cpd 1834: 16.021,530.4445,,529.1246,Negative,-1,-1,15.961,16.086,1688,0.071,8188,0,2,1,,391,3,NZ_180709_s07.d,Find by Molecular Feature
1833,425.969,16.011,100,424.9618,TRUE,Cpd 1833: 16.011,426.0615,,424.9618,Negative,-1,-1,15.936,16.078,9313,0.075,49506,0.01,2,1,,390,5,NZ_180709_s07.d,Find by Molecular Feature
1832,838.3246,16.01,100,837.3173,TRUE,Cpd 1832: 16.010,838.7636,,837.3173,Negative,-1,-1,15.97,16.053,838,0.055,4924,0,2,1,,390,5,NZ_180709_s07.d,Find by Molecular Feature
1831,588.3121,16.008,95.2,587.3048,TRUE,Cpd 1831: 16.008,588.8673,,587.3048,Negative,-1,-1,15.97,16.119,1832,0.079,12212,0,3,1,,390,5,NZ_180709_s07.d,Find by Molecular Feature
1830,471.9754,16.007,100,470.9681,TRUE,Cpd 1830: 16.007,472.0689,,470.9681,Negative,-1,-1,15.886,16.103,73680,0.09,424184,0.11,3,1,,390,5,NZ_180709_s07.d,Find by Molecular Feature
1829,1156.9877,16.006,100,1155.9804,TRUE,Cpd 1829: 16.006,1157.2452,,1155.9804,Negative,-1,-1,15.903,16.086,11871,0.088,78881,0.02,3,1,,390,5,NZ_180709_s07.d,Find by Molecular Feature
1828,630.2021,15.989,100,629.1949,TRUE,Cpd 1828: 15.989,630.66,,629.1949,Negative,-1,-1,15.945,16.078,5746,0.062,31032,0.01,3,1,,389,3,NZ_180709_s07.d,Find by Molecular Feature
1827,824.3073,15.985,67.5,823.3,TRUE,Cpd 1827: 15.985,825.1356,,823.3,Negative,-1,-1,15.953,16.028,909,0.05,5826,0,3,1,,389,3,NZ_180709_s07.d,Find by Molecular Feature
1826,432.233,15.983,84.5,431.2257,TRUE,Cpd 1826: 15.983,432.4671,,431.2257,Negative,-1,-1,15.953,16.011,3039,0.039,10781,0,2,1,,389,3,NZ_180709_s07.d,Find by Molecular Feature
1825,419.9826,15.975,100,418.9754,TRUE,Cpd 1825: 15.975,420.077,,418.9754,Negative,-1,-1,15.695,16.144,47086,0.184,445497,0.11,3,1,,388,2,NZ_180709_s07.d,Find by Molecular Feature
1824,810.292,15.968,99.5,809.2847,TRUE,Cpd 1824: 15.968,810.7093,,809.2847,Negative,-1,-1,15.936,16.003,1126,0.044,4815,0,2,1,,388,2,NZ_180709_s07.d,Find by Molecular Feature
1823,924.2448,15.962,100,461.1151,TRUE,Cpd 1823: 15.962,924.9349,0,461.1151,Negative,-1,-2,15.928,16.036,5875,0.049,36275,0.01,7,2,,387,2,NZ_180709_s07.d,Find by Molecular Feature
1822,371.0694,15.957,89.5,370.0622,TRUE,Cpd 1822: 15.957,371.3007,0.0003,370.0622,Negative,-1,-1,15.928,15.995,1107,0.045,5651,0,3,1,,387,2,NZ_180709_s07.d,Find by Molecular Feature
1821,738.2344,15.951,100,737.2272,TRUE,Cpd 1821: 15.951,738.7322,0.0004,737.2272,Negative,-1,-2,15.895,16.028,4077,0.056,29271,0.01,5,2,,386,5,NZ_180709_s07.d,Find by Molecular Feature
1820,770.2608,15.95,100,769.2536,TRUE,Cpd 1820: 15.950,770.8682,,769.2536,Negative,-1,-1,15.92,16.011,1412,0.054,8190,0,3,1,,386,5,NZ_180709_s07.d,Find by Molecular Feature
1819,1494.4774,15.947,79.8,746.2314,TRUE,Cpd 1819: 15.947,1495.3114,,746.7323,Negative,-2,-2,15.911,15.978,723,0.045,5319,0,3,1,,386,5,NZ_180709_s07.d,Find by Molecular Feature
1818,1098.1764,15.947,50.9,365.0515,TRUE,Cpd 1818: 15.947,1098.4758,,365.0515,Negative,-3,-3,15.911,15.961,1093,0.035,2772,0,2,1,,386,5,NZ_180709_s07.d,Find by Molecular Feature
1817,1450.4899,15.943,67.6,482.4894,TRUE,Cpd 1817: 15.943,1451.2982,,482.4894,Negative,-3,-3,15.903,15.97,902,0.041,4261,0,3,1,,386,5,NZ_180709_s07.d,Find by Molecular Feature
1816,756.2445,15.934,60.8,377.115,TRUE,Cpd 1816: 15.934,756.7642,0.0004,377.115,Negative,-1,-2,15.828,16.053,2662,0.073,18384,0,5,2,,385,1,NZ_180709_s07.d,Find by Molecular Feature
1815,367.9899,15.92,52,366.9826,TRUE,Cpd 1815: 15.920,368.07,,366.9826,Negative,-1,-1,15.845,15.986,4871,0.086,29383,0.01,2,1,,384,2,NZ_180709_s07.d,Find by Molecular Feature
1814,352.9984,15.914,55.1,351.9911,TRUE,Cpd 1814: 15.914,353.0934,,351.9911,Negative,-1,-1,15.811,16.011,3195,0.116,21413,0.01,2,1,,384,2,NZ_180709_s07.d,Find by Molecular Feature
1813,581.9392,15.888,54.4,580.9319,TRUE,Cpd 1813: 15.888,582.127,,580.9319,Negative,-1,-1,15.811,16.003,2124,0.102,15525,0,2,1,,383,1,NZ_180709_s07.d,Find by Molecular Feature
1812,618.227,14.468,100,617.2197,TRUE,Cpd 1812: 14.468,618.5318,,617.2197,Negative,-1,-1,14.404,14.562,1362,0.087,10349,0,2,1,,382,1,NZ_180709_s07.d,Find by Molecular Feature
1811,658.2446,13.341,66.1,657.2374,TRUE,Cpd 1811: 13.341,658.5047,,657.2374,Negative,-1,-1,13.272,13.422,1204,0.085,6493,0,2,1,,381,1,NZ_180709_s07.d,Find by Molecular Feature
1810,770.2054,12.958,91.6,384.0955,TRUE,Cpd 1810: 12.958,770.7285,0.0015,384.0955,Negative,-1,-2,12.897,13.047,2250,0.079,15017,0,4,2,,380,1,NZ_180709_s07.d,Find by Molecular Feature
1809,712.2553,11.994,60,355.1204,TRUE,Cpd 1809: 11.994,712.4834,,355.1204,Negative,-2,-2,11.931,12.081,1821,0.089,8729,0,2,1,,379,5,NZ_180709_s07.d,Find by Molecular Feature
1808,800.2077,11.993,96.6,799.2004,TRUE,Cpd 1808: 11.993,800.5939,,799.2004,Negative,-1,-1,11.94,12.056,747,0.075,4754,0,2,1,,379,5,NZ_180709_s07.d,Find by Molecular Feature
1807,778.2263,11.99,100,777.2193,TRUE,Cpd 1807: 11.990,778.6996,0.0008,777.2193,Negative,-1,-2,11.848,12.089,3427,0.105,48005,0.01,5,2,,379,5,NZ_180709_s07.d,Find by Molecular Feature
1806,756.2451,11.989,100,377.1153,TRUE,Cpd 1806: 11.989,756.8721,0.0005,377.1153,Negative,-1,-2,11.815,12.173,34082,0.114,455737,0.11,8,2,,379,5,NZ_180709_s07.d,Find by Molecular Feature
1805,738.2347,11.987,99.8,368.1101,TRUE,Cpd 1805: 11.987,738.8372,,368.1101,Negative,-2,-2,11.89,12.073,2382,0.1,22548,0.01,3,1,,379,5,NZ_180709_s07.d,Find by Molecular Feature
1804,730.228,11.59,89,364.1067,TRUE,Cpd 1804: 11.590,730.4876,,364.1067,Negative,-2,-2,11.548,11.632,1005,0.056,3634,0,2,1,,378,1,NZ_180709_s07.d,Find by Molecular Feature
1803,616.1865,11.364,68.8,615.1792,TRUE,Cpd 1803: 11.364,616.5053,,615.1792,Negative,-1,-1,11.315,11.415,986,0.064,4545,0,2,1,,377,1,NZ_180709_s07.d,Find by Molecular Feature
1802,914.3121,11.076,98.3,456.1488,TRUE,Cpd 1802: 11.076,914.6415,,456.1488,Negative,-2,-2,11.015,11.124,1036,0.065,5306,0,2,1,,376,1,NZ_180709_s07.d,Find by Molecular Feature
1801,8816.0982,9.719,96.3,677.1541,TRUE,Cpd 1801: 9.719,8817.9024,,677.1541,Negative,-13,-13,9.666,9.758,985,0.056,10857,0,5,1,,375,1,NZ_180709_s07.d,Find by Molecular Feature
1800,2341.6287,9.699,62.9,779.5356,TRUE,Cpd 1800: 9.699,2341.8298,,779.5356,Negative,-3,-3,9.633,9.758,1573,0.075,7551,0,2,1,,374,1,NZ_180709_s07.d,Find by Molecular Feature
1799,6982.9352,9.69,80,697.2867,TRUE,Cpd 1799: 9.690,6986.0948,0.0118,697.4851,Negative,-9,-11,9.517,9.841,6391,0.099,300207,0.08,23,3,,373,4,NZ_180709_s07.d,Find by Molecular Feature
1798,7020.8996,9.689,74.5,701.0851,TRUE,Cpd 1798: 9.689,7023.496,0.059,701.3797,Negative,-9,-10,9.583,9.791,2172,0.09,65210,0.02,11,2,,373,4,NZ_180709_s07.d,Find by Molecular Feature
1797,6983.9381,9.688,70.8,871.9833,TRUE,Cpd 1797: 9.688,6985.6398,0.023,872.2385,Negative,-4,-8,9.642,9.758,1072,0.062,22481,0.01,9,2,,373,4,NZ_180709_s07.d,Find by Molecular Feature
1796,7021.8667,9.686,78.8,637.3442,TRUE,Cpd 1796: 9.686,7023.2323,,637.5255,Negative,-11,-11,9.583,9.766,1620,0.085,19002,0,4,1,,373,4,NZ_180709_s07.d,Find by Molecular Feature
1795,1394.5907,9.443,63.2,696.2881,TRUE,Cpd 1795: 9.443,1395.0401,,696.2881,Negative,-2,-2,9.383,9.5,996,0.085,4798,0,2,1,,372,1,NZ_180709_s07.d,Find by Molecular Feature
1794,2332.6273,9.393,61.5,776.5351,TRUE,Cpd 1794: 9.393,2332.8687,,776.5351,Negative,-3,-3,9.367,9.442,1381,0.048,4222,0,2,1,,371,1,NZ_180709_s07.d,Find by Molecular Feature
1793,3504.9429,9.373,53.4,699.9813,TRUE,Cpd 1793: 9.373,3505.9627,,700.1861,Negative,-5,-5,9.342,9.45,791,0.069,7297,0,3,1,,370,2,NZ_180709_s07.d,Find by Molecular Feature
1792,6968.9546,9.372,67.7,695.8882,TRUE,Cpd 1792: 9.372,6970.5869,,696.0892,Negative,-10,-10,9.317,9.45,1844,0.084,17821,0,4,1,,370,2,NZ_180709_s07.d,Find by Molecular Feature
1791,638.718,9.346,71.7,637.7108,TRUE,Cpd 1791: 9.346,639.0274,,637.7108,Negative,-1,-1,9.283,9.383,1042,0.078,5077,0,2,1,,369,4,NZ_180709_s07.d,Find by Molecular Feature
1790,7024.8893,9.342,71.4,701.4817,TRUE,Cpd 1790: 9.342,7026.8346,,701.4817,Negative,-10,-10,9.283,9.442,1811,0.078,25769,0.01,6,1,,369,4,NZ_180709_s07.d,Find by Molecular Feature
1789,3491.9542,9.34,77.6,697.3836,TRUE,Cpd 1789: 9.340,3493.214,,697.787,Negative,-5,-5,9.25,9.492,3337,0.117,35370,0.01,3,1,,369,4,NZ_180709_s07.d,Find by Molecular Feature
1788,2795.5758,9.339,80,697.8867,TRUE,Cpd 1788: 9.339,2795.8113,,697.8867,Negative,-4,-4,9.308,9.4,2896,0.063,11688,0,2,1,,369,4,NZ_180709_s07.d,Find by Molecular Feature
1787,7022.8784,9.276,54,637.4362,TRUE,Cpd 1787: 9.276,7024.2931,,637.4362,Negative,-11,-11,9.184,9.383,1004,0.113,14563,0,4,1,,368,2,NZ_180709_s07.d,Find by Molecular Feature
1786,6987.9585,9.272,63.6,697.7872,TRUE,Cpd 1786: 9.272,6989.4276,0.0405,697.7872,Negative,-8,-10,9.134,9.458,2318,0.148,88935,0.02,13,3,,368,2,NZ_180709_s07.d,Find by Molecular Feature
1785,6938.984,9.267,60,692.8911,TRUE,Cpd 1785: 9.267,6941.4506,,692.9871,Negative,-10,-10,9.167,9.358,1358,0.095,27959,0.01,6,1,,367,10,NZ_180709_s07.d,Find by Molecular Feature
1784,3152.9033,9.265,67.8,629.5734,TRUE,Cpd 1784: 9.265,3153.9007,,629.7813,Negative,-5,-5,9.209,9.392,1628,0.1,12830,0,3,1,,367,10,NZ_180709_s07.d,Find by Molecular Feature
1783,7069.7977,9.265,62.5,705.9725,TRUE,Cpd 1783: 9.265,7072.2195,0.0004,706.0805,Negative,-9,-10,9.142,9.342,1117,0.097,43073,0.01,13,2,,367,10,NZ_180709_s07.d,Find by Molecular Feature
1782,7770.0564,9.265,60,646.4974,TRUE,Cpd 1782: 9.265,7772.3458,,646.6552,Negative,-12,-12,9.234,9.3,910,0.047,7490,0,5,1,,367,10,NZ_180709_s07.d,Find by Molecular Feature
1781,694.2348,9.264,53.5,693.2275,TRUE,Cpd 1781: 9.264,694.6473,,693.2275,Negative,-1,-1,9.2,9.417,1057,0.089,5128,0,2,1,,367,10,NZ_180709_s07.d,Find by Molecular Feature
1780,2077.7559,9.263,50,691.578,TRUE,Cpd 1780: 9.263,2078.1433,,691.578,Negative,-3,-3,9.225,9.292,794,0.052,3166,0,2,1,,367,10,NZ_180709_s07.d,Find by Molecular Feature
1779,997.2771,9.261,80,996.2698,TRUE,Cpd 1779: 9.261,997.4461,,996.2698,Negative,-1,-1,9.175,9.342,3005,0.087,14836,0,2,1,,367,10,NZ_180709_s07.d,Find by Molecular Feature
1778,1395.7921,9.261,78.2,1394.7848,TRUE,Cpd 1778: 9.261,1396.0173,,1394.7848,Negative,-1,-1,9.167,9.35,3254,0.097,21061,0.01,2,1,,367,10,NZ_180709_s07.d,Find by Molecular Feature
1777,997.4208,9.26,80,996.4135,TRUE,Cpd 1777: 9.260,997.5906,,996.4135,Negative,-1,-1,9.175,9.392,1909,0.091,10126,0,2,1,,367,10,NZ_180709_s07.d,Find by Molecular Feature
1776,6837.9945,9.26,72,682.7922,TRUE,Cpd 1776: 9.260,6841.8103,,683.3803,Negative,-10,-10,9.175,9.325,1495,0.073,13383,0,7,1,,367,10,NZ_180709_s07.d,Find by Molecular Feature
1775,6970.9233,9.259,80,632.7141,TRUE,Cpd 1775: 9.259,6972.8216,0.0578,632.9863,Negative,-9,-11,9.175,9.425,5737,0.114,98321,0.02,8,2,,366,33,NZ_180709_s07.d,Find by Molecular Feature
1774,7015.8814,9.258,77.5,1001.2588,TRUE,Cpd 1774: 9.258,7017.8839,0.0209,1001.6909,Negative,-5,-7,9.184,9.325,1180,0.073,44053,0.01,15,3,,366,33,NZ_180709_s07.d,Find by Molecular Feature
