Cpd,Mass,RT,Quality Score,m/z,Show/Hide,Label,Avg Mass,Std Dev,Base Peak,Polarity,Max Z,Min Z,Start,End,Height,Width,Vol,Vol %,Ions,Z Count,Saturated,Group,Cpds/Group,File,Algorithm
672,711.9747,16.576,100,710.9674,TRUE,Cpd 672: 16.576,712.1324,,710.9674,Negative,-1,-1,16.52,16.678,2692,0.089,16104,0.01,2,1,,227,2,NZ_180521_s06.d,Find by Molecular Feature
671,415.1966,16.571,87.4,414.1893,TRUE,Cpd 671: 16.571,415.5402,,414.1893,Negative,-1,-1,16.536,16.628,865,0.064,4355,0,2,1,,227,2,NZ_180521_s06.d,Find by Molecular Feature
670,694.1573,16.557,100,693.15,TRUE,Cpd 670: 16.557,694.4201,,693.15,Negative,-1,-1,16.495,16.645,25821,0.066,134256,0.1,3,1,,226,2,NZ_180521_s06.d,Find by Molecular Feature
669,749.956,16.553,99.8,748.9487,TRUE,Cpd 669: 16.553,750.1017,,748.9487,Negative,-1,-1,16.503,16.695,2384,0.115,15203,0.01,2,1,,226,2,NZ_180521_s06.d,Find by Molecular Feature
668,397.956,16.54,100,396.9487,TRUE,Cpd 668: 16.540,398.0073,,396.9487,Negative,-1,-1,16.461,16.645,19461,0.089,108184,0.08,2,1,,225,1,NZ_180521_s06.d,Find by Molecular Feature
667,394.1047,16.525,100,393.0975,TRUE,Cpd 667: 16.525,394.3686,,393.0975,Negative,-1,-1,16.428,16.603,1603,0.104,14327,0.01,2,1,,224,2,NZ_180521_s06.d,Find by Molecular Feature
666,378.1608,16.517,80,413.1286,TRUE,Cpd 666: 16.517,378.1608,0.0022,413.1286,Negative,-1,-1,16.437,16.586,1097,0.092,9075,0.01,2,1,,224,2,NZ_180521_s06.d,Find by Molecular Feature
665,478.1756,16.5,100,477.1684,TRUE,Cpd 665: 16.500,478.4363,,477.1684,Negative,-1,-1,16.403,16.653,11139,0.106,90001,0.07,3,1,,223,3,NZ_180521_s06.d,Find by Molecular Feature
664,462.1807,16.495,100,461.1734,TRUE,Cpd 664: 16.495,462.4591,,461.1734,Negative,-1,-1,16.403,16.636,12535,0.11,112082,0.08,3,1,,223,3,NZ_180521_s06.d,Find by Molecular Feature
663,484.1624,16.493,100,483.1551,TRUE,Cpd 663: 16.493,484.4057,,483.1551,Negative,-1,-1,16.403,16.678,10745,0.128,103886,0.08,3,1,,223,3,NZ_180521_s06.d,Find by Molecular Feature
662,530.167,16.49,100,529.1598,TRUE,Cpd 662: 16.490,530.3945,,529.1598,Negative,-1,-1,16.428,16.57,1431,0.083,8616,0.01,2,1,,222,5,NZ_180521_s06.d,Find by Molecular Feature
661,610.3433,16.49,100,609.3361,TRUE,Cpd 661: 16.490,610.7308,,609.3361,Negative,-1,-1,16.428,16.603,12192,0.086,92232,0.07,3,1,,222,5,NZ_180521_s06.d,Find by Molecular Feature
660,588.3617,16.487,100,587.3544,TRUE,Cpd 660: 16.487,588.7257,,587.3544,Negative,-1,-1,16.437,16.578,7067,0.07,43622,0.03,3,1,,222,5,NZ_180521_s06.d,Find by Molecular Feature
659,660.1548,16.485,100,659.1475,TRUE,Cpd 659: 16.485,660.3756,,659.1475,Negative,-1,-1,16.428,16.561,2596,0.073,16041,0.01,2,1,,222,5,NZ_180521_s06.d,Find by Molecular Feature
658,926.5054,16.484,96.3,925.4981,TRUE,Cpd 658: 16.484,926.893,,925.4981,Negative,-1,-1,16.453,16.536,889,0.056,4558,0,2,1,,222,5,NZ_180521_s06.d,Find by Molecular Feature
657,644.1602,16.466,100,643.1529,TRUE,Cpd 657: 16.466,644.4717,,643.1529,Negative,-1,-1,16.403,16.57,8920,0.07,47200,0.04,3,1,,221,1,NZ_180521_s06.d,Find by Molecular Feature
656,782.4876,16.454,68.7,390.2365,TRUE,Cpd 656: 16.454,783.212,,390.2365,Negative,-2,-2,16.403,16.586,1109,0.083,6163,0,3,1,,220,1,NZ_180521_s06.d,Find by Molecular Feature
655,585.9677,16.436,60,584.9605,TRUE,Cpd 655: 16.436,586.0761,,584.9605,Negative,-1,-1,16.403,16.511,7744,0.07,37397,0.03,2,1,,219,2,NZ_180521_s06.d,Find by Molecular Feature
654,502.9879,16.435,65.4,501.9806,TRUE,Cpd 654: 16.435,503.1598,,501.9806,Negative,-1,-1,16.378,16.528,1945,0.087,9861,0.01,2,1,,219,2,NZ_180521_s06.d,Find by Molecular Feature
653,463.9716,16.419,87,462.9644,TRUE,Cpd 653: 16.419,464.0644,,462.9644,Negative,-1,-1,16.37,16.511,8838,0.083,50546,0.04,2,1,,218,1,NZ_180521_s06.d,Find by Molecular Feature
652,563.9811,16.41,58.1,562.9739,TRUE,Cpd 652: 16.410,564.1308,,562.9739,Negative,-1,-1,16.287,16.528,3584,0.134,32815,0.02,2,1,,217,2,NZ_180521_s06.d,Find by Molecular Feature
651,368.183,16.403,100,367.1758,TRUE,Cpd 651: 16.403,368.3938,,367.1758,Negative,-1,-1,16.303,16.52,2229,0.112,19111,0.01,2,1,,217,2,NZ_180521_s06.d,Find by Molecular Feature
650,390.0103,16.394,87,389.003,TRUE,Cpd 650: 16.394,390.1253,,389.003,Negative,-1,-1,16.345,16.553,5427,0.131,43697,0.03,2,1,,216,2,NZ_180521_s06.d,Find by Molecular Feature
649,352.1893,16.392,87.7,351.182,TRUE,Cpd 649: 16.392,352.3603,,351.182,Negative,-1,-1,16.337,16.503,3328,0.102,20124,0.02,2,1,,216,2,NZ_180521_s06.d,Find by Molecular Feature
648,650.152,16.365,53.4,649.1447,TRUE,Cpd 648: 16.365,650.4841,,649.1447,Negative,-1,-1,16.237,16.486,1154,0.144,12820,0.01,2,1,,215,3,NZ_180521_s06.d,Find by Molecular Feature
647,429.9687,16.363,100,428.9614,TRUE,Cpd 647: 16.363,430.0688,,428.9614,Negative,-1,-1,16.287,16.495,13661,0.109,99004,0.07,2,1,,215,3,NZ_180521_s06.d,Find by Molecular Feature
646,358.2317,16.361,82.1,357.2244,TRUE,Cpd 646: 16.361,358.507,,357.2244,Negative,-1,-1,16.278,16.445,1130,0.105,8214,0.01,2,1,,215,3,NZ_180521_s06.d,Find by Molecular Feature
645,4416.1775,16.348,65.1,1471.0519,TRUE,Cpd 645: 16.348,4417.8912,,1471.3857,Negative,-3,-3,16.312,16.403,845,0.059,10275,0.01,4,1,,214,2,NZ_180521_s06.d,Find by Molecular Feature
644,415.1948,16.345,99.6,414.1875,TRUE,Cpd 644: 16.345,415.4683,,414.1875,Negative,-1,-1,16.295,16.403,1462,0.057,6686,0.01,2,1,,214,2,NZ_180521_s06.d,Find by Molecular Feature
643,399.2373,16.336,100,398.23,TRUE,Cpd 643: 16.336,399.5213,,398.23,Negative,-1,-1,16.17,16.52,2012,0.196,34996,0.03,2,1,,213,1,NZ_180521_s06.d,Find by Molecular Feature
642,617.974,16.322,82.7,616.9667,TRUE,Cpd 642: 16.322,618.091,,616.9667,Negative,-1,-1,16.17,16.511,3566,0.19,42316,0.03,2,1,,212,1,NZ_180521_s06.d,Find by Molecular Feature
641,663.9577,16.299,80,662.9504,TRUE,Cpd 641: 16.299,664.2329,,662.9504,Negative,-1,-1,16.22,16.453,5413,0.12,42695,0.03,3,1,,211,1,NZ_180521_s06.d,Find by Molecular Feature
640,501.9856,16.282,80,500.9783,TRUE,Cpd 640: 16.282,502.0975,,500.9783,Negative,-1,-1,15.995,16.403,60438,0.128,559898,0.42,3,1,,210,2,NZ_180521_s06.d,Find by Molecular Feature
639,533.9746,16.277,64.7,532.9673,TRUE,Cpd 639: 16.277,534.13,,532.9673,Negative,-1,-1,16.12,16.403,12629,0.163,158365,0.12,3,1,,210,2,NZ_180521_s06.d,Find by Molecular Feature
638,390.0102,16.269,100,389.0029,TRUE,Cpd 638: 16.269,390.1292,,389.0029,Negative,-1,-1,16.187,16.337,9340,0.089,59939,0.05,2,1,,209,2,NZ_180521_s06.d,Find by Molecular Feature
637,372.1498,16.269,100,371.1425,TRUE,Cpd 637: 16.269,372.3979,,371.1425,Negative,-1,-1,16.12,16.428,2233,0.16,26834,0.02,2,1,,209,2,NZ_180521_s06.d,Find by Molecular Feature
636,380.0068,16.257,80,378.9995,TRUE,Cpd 636: 16.257,380.6734,,378.9995,Negative,-1,-1,16.037,16.403,6359,0.182,107356,0.08,3,1,,208,3,NZ_180521_s06.d,Find by Molecular Feature
635,412.9745,16.254,71.7,411.9672,TRUE,Cpd 635: 16.254,413.0857,,411.9672,Negative,-1,-1,16.128,16.478,4364,0.23,54982,0.04,2,1,,208,3,NZ_180521_s06.d,Find by Molecular Feature
634,463.9716,16.253,66.9,462.9643,TRUE,Cpd 634: 16.253,464.0571,,462.9643,Negative,-1,-1,16.112,16.37,11012,0.161,132030,0.1,2,1,,208,3,NZ_180521_s06.d,Find by Molecular Feature
633,517.98,16.248,100,516.9727,TRUE,Cpd 633: 16.248,518.1015,,516.9727,Negative,-1,-1,16.112,16.511,30984,0.184,387291,0.29,3,1,,207,5,NZ_180521_s06.d,Find by Molecular Feature
632,462.1805,16.248,100,461.1733,TRUE,Cpd 632: 16.248,462.3625,,461.1733,Negative,-1,-1,16.187,16.37,5229,0.098,35736,0.03,2,1,,207,5,NZ_180521_s06.d,Find by Molecular Feature
631,394.0222,16.247,84.7,393.0149,TRUE,Cpd 631: 16.247,394.1124,,393.0149,Negative,-1,-1,16.012,16.303,3422,0.174,29522,0.02,2,1,,207,5,NZ_180521_s06.d,Find by Molecular Feature
630,478.1752,16.245,93.3,477.1679,TRUE,Cpd 630: 16.245,478.3764,,477.1679,Negative,-1,-1,16.187,16.395,2188,0.115,14084,0.01,2,1,,207,5,NZ_180521_s06.d,Find by Molecular Feature
629,355.16,16.244,95.9,354.1528,TRUE,Cpd 629: 16.244,355.3705,,354.1528,Negative,-1,-1,16.137,16.403,2778,0.148,28463,0.02,2,1,,207,5,NZ_180521_s06.d,Find by Molecular Feature
628,484.1626,16.235,100,483.1553,TRUE,Cpd 628: 16.235,484.3441,,483.1553,Negative,-1,-1,16.17,16.353,7835,0.092,52651,0.04,2,1,,206,3,NZ_180521_s06.d,Find by Molecular Feature
627,610.3433,16.235,96.8,609.336,TRUE,Cpd 627: 16.235,610.6479,,609.336,Negative,-1,-1,16.195,16.303,2087,0.058,11435,0.01,2,1,,206,3,NZ_180521_s06.d,Find by Molecular Feature
626,644.1601,16.235,100,643.1528,TRUE,Cpd 626: 16.235,644.4382,,643.1528,Negative,-1,-1,16.17,16.378,10836,0.084,68749,0.05,3,1,,206,3,NZ_180521_s06.d,Find by Molecular Feature
625,699.9603,16.227,100,698.953,TRUE,Cpd 625: 16.227,700.1029,,698.953,Negative,-1,-1,16.137,16.387,32608,0.127,279791,0.21,3,1,,205,3,NZ_180521_s06.d,Find by Molecular Feature
624,429.9686,16.226,87,428.9613,TRUE,Cpd 624: 16.226,430.0844,,428.9613,Negative,-1,-1,16.029,16.287,7687,0.134,63849,0.05,2,1,,205,3,NZ_180521_s06.d,Find by Molecular Feature
623,645.9716,16.22,75.1,680.9415,TRUE,Cpd 623: 16.220,645.9716,0.0023,680.9415,Negative,-1,-1,16.153,16.37,1585,0.128,13010,0.01,2,1,,205,3,NZ_180521_s06.d,Find by Molecular Feature
622,585.968,16.202,100,584.9607,TRUE,Cpd 622: 16.202,586.0703,,584.9607,Negative,-1,-1,16.103,16.345,63072,0.112,426717,0.32,3,1,,204,2,NZ_180521_s06.d,Find by Molecular Feature
621,539.9612,16.197,100,538.9539,TRUE,Cpd 621: 16.197,540.0838,,538.9539,Negative,-1,-1,16.145,16.287,2427,0.08,11954,0.01,2,1,,204,2,NZ_180521_s06.d,Find by Molecular Feature
620,569.9722,16.188,100,568.9649,TRUE,Cpd 620: 16.188,570.0913,,568.9649,Negative,-1,-1,16.037,16.378,5322,0.168,56747,0.04,2,1,,203,1,NZ_180521_s06.d,Find by Molecular Feature
619,469.9789,16.178,54.7,468.9716,TRUE,Cpd 619: 16.178,470.0841,,468.9716,Negative,-1,-1,16.004,16.287,5965,0.14,54612,0.04,2,1,,202,1,NZ_180521_s06.d,Find by Molecular Feature
618,403.9884,16.156,97.7,402.9811,TRUE,Cpd 618: 16.156,404.0603,,402.9811,Negative,-1,-1,15.929,16.337,619482,0.187,7800911,5.89,3,1,,201,1,NZ_180521_s06.d,Find by Molecular Feature
617,1156.9858,16.146,100,1155.9785,TRUE,Cpd 617: 16.146,1157.2885,,1155.9785,Negative,-1,-1,15.97,16.337,5250,0.171,70233,0.05,3,1,,200,2,NZ_180521_s06.d,Find by Molecular Feature
616,419.9824,16.139,51.6,418.9751,TRUE,Cpd 616: 16.139,420.0608,,418.9751,Negative,-1,-1,16.087,16.287,14298,0.107,101564,0.08,2,1,,200,2,NZ_180521_s06.d,Find by Molecular Feature
615,471.975,16.129,100,470.9677,TRUE,Cpd 615: 16.129,472.0553,,470.9677,Negative,-1,-1,15.962,16.278,26115,0.148,277871,0.21,2,1,,199,1,NZ_180521_s06.d,Find by Molecular Feature
614,419.9826,16.042,50.5,418.9753,TRUE,Cpd 614: 16.042,420.0765,,418.9753,Negative,-1,-1,15.879,16.087,15765,0.119,113479,0.09,2,1,,198,1,NZ_180521_s06.d,Find by Molecular Feature
613,7552.0696,10.092,60,1887.0101,TRUE,Cpd 613: 10.092,7553.482,,1887.5099,Negative,-4,-4,10.059,10.142,547,0.054,5840,0,4,1,,197,5,NZ_180521_s06.d,Find by Molecular Feature
612,7550.9782,10.092,60,837.9903,TRUE,Cpd 612: 10.092,7553.0839,,838.1102,Negative,-9,-9,10.025,10.15,924,0.061,10774,0.01,5,1,,197,5,NZ_180521_s06.d,Find by Molecular Feature
611,7589.0043,10.092,69,631.409,TRUE,Cpd 611: 10.092,7590.715,0.022,631.5745,Negative,-9,-12,10.025,10.142,1119,0.058,22281,0.02,9,2,,197,5,NZ_180521_s06.d,Find by Molecular Feature
610,7550.0149,10.091,80,753.994,TRUE,Cpd 610: 10.091,7553.0044,0.0179,754.2953,Negative,-10,-12,9.95,10.183,2043,0.085,108542,0.08,20,3,,197,5,NZ_180521_s06.d,Find by Molecular Feature
609,7587.9891,10.091,80,688.8087,TRUE,Cpd 609: 10.091,7591.1449,0.024,689.0853,Negative,-10,-11,9.909,10.192,2175,0.082,73943,0.06,15,2,,197,5,NZ_180521_s06.d,Find by Molecular Feature
608,689.4535,9.829,81,688.4462,TRUE,Cpd 608: 9.829,689.7684,,688.4462,Negative,-1,-1,9.792,9.867,914,0.052,2940,0,2,1,,196,1,NZ_180521_s06.d,Find by Molecular Feature
607,7906.091,9.74,54.7,717.7283,TRUE,Cpd 607: 9.740,7908.0685,,717.9066,Negative,-11,-11,9.667,9.8,1060,0.065,7913,0.01,5,1,,195,2,NZ_180521_s06.d,Find by Molecular Feature
606,7868.054,9.732,62.5,654.6645,TRUE,Cpd 606: 9.732,7870.5503,0.0119,654.8325,Negative,-10,-12,9.659,9.792,1131,0.066,23832,0.02,12,2,,195,2,NZ_180521_s06.d,Find by Molecular Feature
605,7591.9888,9.702,57.5,758.1919,TRUE,Cpd 605: 9.702,7592.1395,0.0308,758.1919,Negative,-9,-10,9.626,9.8,907,0.127,10315,0.01,5,2,,194,2,NZ_180521_s06.d,Find by Molecular Feature
604,7636.8816,9.697,57,693.2535,TRUE,Cpd 604: 9.697,7639.1736,0.0476,693.349,Negative,-9,-11,9.526,9.892,867,0.139,53726,0.04,16,3,,194,2,NZ_180521_s06.d,Find by Molecular Feature
603,3777.0257,9.691,50.4,628.4969,TRUE,Cpd 603: 9.691,3777.4388,0.0075,628.4969,Negative,-4,-6,9.592,9.834,1707,0.122,33690,0.03,5,3,,193,2,NZ_180521_s06.d,Find by Molecular Feature
602,7598.9705,9.689,78.2,1084.5567,TRUE,Cpd 602: 9.689,7601.5435,0.0244,1084.8452,Negative,-4,-7,9.576,9.792,1134,0.095,63467,0.05,19,3,,193,2,NZ_180521_s06.d,Find by Molecular Feature
601,3785.0216,9.687,100,1891.5035,TRUE,Cpd 601: 9.687,3785.6041,,1891.5035,Negative,-2,-2,9.601,9.775,2343,0.097,23984,0.02,3,1,,192,7,NZ_180521_s06.d,Find by Molecular Feature
600,3785.5226,9.686,100,1891.754,TRUE,Cpd 600: 9.686,3786.0767,,1891.754,Negative,-2,-2,9.592,9.767,1719,0.098,17246,0.01,3,1,,192,7,NZ_180521_s06.d,Find by Molecular Feature
599,7596.0597,9.686,80,758.5987,TRUE,Cpd 599: 9.686,7602.2597,,759.0882,Negative,-10,-10,9.517,9.85,5531,0.14,297960,0.23,15,1,,192,7,NZ_180521_s06.d,Find by Molecular Feature
598,7604.9769,9.685,89.6,1900.2369,TRUE,Cpd 598: 9.685,7608.086,,1900.4896,Negative,-4,-4,9.592,9.767,931,0.1,33094,0.02,8,1,,192,7,NZ_180521_s06.d,Find by Molecular Feature
597,7545.0582,9.684,100,1885.2573,TRUE,Cpd 597: 9.684,7548.1755,,1885.7601,Negative,-4,-4,9.551,9.817,6434,0.103,225566,0.17,11,1,,192,7,NZ_180521_s06.d,Find by Molecular Feature
596,7621.0419,9.684,60,845.7785,TRUE,Cpd 596: 9.684,7624.148,0.042,845.9867,Negative,-4,-9,9.559,9.8,804,0.104,41203,0.03,14,2,,192,7,NZ_180521_s06.d,Find by Molecular Feature
595,7543.082,9.683,80,1507.6074,TRUE,Cpd 595: 9.683,7544.9526,0.0089,1508.0064,Negative,-4,-13,9.609,9.834,2309,0.076,55184,0.04,15,3,,192,7,NZ_180521_s06.d,Find by Molecular Feature
594,7597.9434,9.682,80,843.2073,TRUE,Cpd 594: 9.682,7602.0887,0.0546,843.5426,Negative,-6,-9,9.559,9.825,3397,0.12,230029,0.17,29,3,,191,22,NZ_180521_s06.d,Find by Molecular Feature
593,7597.0352,9.682,80,689.6325,TRUE,Cpd 593: 9.682,7601.7937,0.0076,690.0792,Negative,-11,-12,9.526,9.85,6108,0.133,396754,0.3,20,2,,191,22,NZ_180521_s06.d,Find by Molecular Feature
592,7582.0031,9.681,80,688.2651,TRUE,Cpd 592: 9.681,7586.1058,0.0188,688.5373,Negative,-4,-11,9.509,9.842,6109,0.118,525493,0.4,52,6,,191,22,NZ_180521_s06.d,Find by Molecular Feature
591,7579.0485,9.68,80,756.8964,TRUE,Cpd 591: 9.680,7585.0777,0.0425,757.4903,Negative,-9,-10,9.534,9.834,5248,0.121,323406,0.24,23,2,,191,22,NZ_180521_s06.d,Find by Molecular Feature
590,7582.9831,9.68,82,630.908,TRUE,Cpd 590: 9.680,7586.295,,631.0762,Negative,-12,-12,9.576,9.809,3063,0.107,99997,0.08,9,1,,191,22,NZ_180521_s06.d,Find by Molecular Feature
589,7542.1119,9.679,80,837.0052,TRUE,Cpd 589: 9.679,7547.8657,,837.552,Negative,-9,-9,9.576,9.784,7789,0.086,206352,0.16,15,1,,191,22,NZ_180521_s06.d,Find by Molecular Feature
588,7541.1094,9.679,80,753.104,TRUE,Cpd 588: 9.679,7547.4259,0.0424,753.6955,Negative,-8,-10,9.559,9.842,12620,0.094,515102,0.39,26,2,,191,22,NZ_180521_s06.d,Find by Molecular Feature
587,7546.0608,9.679,100,1508.2071,TRUE,Cpd 587: 9.679,7548.2134,0.0187,1508.4054,Negative,-5,-7,9.584,9.784,3687,0.081,145384,0.11,14,2,,191,22,NZ_180521_s06.d,Find by Molecular Feature
586,7560.0114,9.679,100,686.2666,TRUE,Cpd 586: 9.679,7564.1942,0.0126,686.538,Negative,-4,-13,9.492,9.867,47348,0.106,4035116,3.05,104,9,,191,22,NZ_180521_s06.d,Find by Molecular Feature
585,4096.5322,9.678,60,681.7481,TRUE,Cpd 585: 9.678,4098.0919,,682.0842,Negative,-6,-6,9.609,9.742,1228,0.069,11992,0.01,4,1,,191,22,NZ_180521_s06.d,Find by Molecular Feature
584,7544.0408,9.678,100,684.8145,TRUE,Cpd 584: 9.678,7547.6505,0.0098,685.0862,Negative,-6,-11,9.517,9.834,19362,0.098,727816,0.55,22,3,,191,22,NZ_180521_s06.d,Find by Molecular Feature
583,7559.1438,9.678,80,628.9214,TRUE,Cpd 583: 9.678,7564.3791,,629.2426,Negative,-12,-12,9.534,9.834,24979,0.097,849392,0.64,17,1,,191,22,NZ_180521_s06.d,Find by Molecular Feature
582,7411.0081,9.678,61.3,672.7207,TRUE,Cpd 582: 9.678,7414.1357,,672.8993,Negative,-11,-11,9.626,9.734,1052,0.058,16235,0.01,8,1,,191,22,NZ_180521_s06.d,Find by Molecular Feature
581,7522.0727,9.677,100,682.8176,TRUE,Cpd 581: 9.677,7525.9581,0.0074,683.0889,Negative,-4,-14,9.534,9.859,118515,0.084,10294695,7.77,123,10,,191,22,NZ_180521_s06.d,Find by Molecular Feature
580,7538.2194,9.677,80,627.1777,TRUE,Cpd 580: 9.677,7546.8655,,627.995,Negative,-12,-12,9.534,9.825,12774,0.092,499291,0.38,16,1,,191,22,NZ_180521_s06.d,Find by Molecular Feature
579,6757.9524,9.677,60,749.8763,TRUE,Cpd 579: 9.677,6760.9927,,750.1979,Negative,-9,-9,9.542,9.742,655,0.07,12118,0.01,7,1,,191,22,NZ_180521_s06.d,Find by Molecular Feature
578,7412.0157,9.677,56,740.1943,TRUE,Cpd 578: 9.677,7414.4305,,740.3895,Negative,-10,-10,9.626,9.726,631,0.056,8273,0.01,6,1,,191,22,NZ_180521_s06.d,Find by Molecular Feature
577,7446.9661,9.676,52.8,675.9896,TRUE,Cpd 577: 9.676,7451.7783,,676.7259,Negative,-11,-11,9.609,9.767,612,0.07,13426,0.01,10,1,,191,22,NZ_180521_s06.d,Find by Molecular Feature
576,7578.0434,9.675,62.1,630.4963,TRUE,Cpd 576: 9.675,7579.7467,,630.7488,Negative,-12,-12,9.576,9.759,1153,0.085,16176,0.01,4,1,,191,22,NZ_180521_s06.d,Find by Molecular Feature
575,4110.2683,9.675,79.6,684.0374,TRUE,Cpd 575: 9.675,4111.8806,,684.5371,Negative,-6,-6,9.576,9.759,2179,0.092,25783,0.02,4,1,,191,22,NZ_180521_s06.d,Find by Molecular Feature
574,7388.09,9.675,60,614.6669,TRUE,Cpd 574: 9.675,7390.4853,,614.8217,Negative,-12,-12,9.609,9.726,952,0.063,13934,0.01,6,1,,191,22,NZ_180521_s06.d,Find by Molecular Feature
573,7521.0262,9.675,80,577.5332,TRUE,Cpd 573: 9.675,7525.724,,577.8421,Negative,-13,-13,9.526,9.775,9406,0.073,223712,0.17,13,1,,191,22,NZ_180521_s06.d,Find by Molecular Feature
572,7387.0738,9.674,69.1,670.5438,TRUE,Cpd 572: 9.674,7391.1209,0.0316,670.8097,Negative,-10,-11,9.626,9.742,1688,0.06,48935,0.04,19,2,,190,2,NZ_180521_s06.d,Find by Molecular Feature
571,8040.0714,9.671,60,668.9987,TRUE,Cpd 571: 9.671,8043.7659,,669.1714,Negative,-12,-12,9.609,9.726,765,0.052,11128,0.01,8,1,,190,2,NZ_180521_s06.d,Find by Molecular Feature
570,3705.5004,9.665,55.7,616.5761,TRUE,Cpd 570: 9.665,3707.0759,,617.0786,Negative,-6,-6,9.567,9.734,611,0.082,6362,0,4,1,,189,1,NZ_180521_s06.d,Find by Molecular Feature
569,6181.8843,9.576,92.9,617.1804,TRUE,Cpd 569: 9.576,6184.5766,0.0152,617.381,Negative,-4,-11,9.459,9.792,7482,0.107,410798,0.31,39,7,,188,5,NZ_180521_s06.d,Find by Molecular Feature
568,6203.8297,9.575,72.9,619.3757,TRUE,Cpd 568: 9.575,6205.4837,,619.5795,Negative,-10,-10,9.509,9.692,1543,0.094,22535,0.02,4,1,,188,5,NZ_180521_s06.d,Find by Molecular Feature
567,6182.8995,9.573,60,1029.476,TRUE,Cpd 567: 9.573,6184.4086,,1029.476,Negative,-6,-6,9.526,9.651,713,0.076,12304,0.01,4,1,,188,5,NZ_180521_s06.d,Find by Molecular Feature
566,6220.8356,9.572,71.1,776.5965,TRUE,Cpd 566: 9.572,6222.7461,0.0095,776.722,Negative,-7,-8,9.484,9.651,1177,0.064,24328,0.02,10,2,,188,5,NZ_180521_s06.d,Find by Molecular Feature
565,6219.7955,9.569,80,690.0796,TRUE,Cpd 565: 9.569,6223.002,0.0302,690.3036,Negative,-9,-11,9.442,9.775,3630,0.101,172407,0.13,24,3,,188,5,NZ_180521_s06.d,Find by Molecular Feature
564,2405.6588,9.565,61.5,800.879,TRUE,Cpd 564: 9.565,2406.0238,,800.879,Negative,-3,-3,9.517,9.584,686,0.051,2603,0,2,1,,187,2,NZ_180521_s06.d,Find by Molecular Feature
563,7214.9005,9.564,74.1,720.4828,TRUE,Cpd 563: 9.564,7216.6906,,720.583,Negative,-10,-10,9.509,9.684,695,0.088,10518,0.01,4,1,,187,2,NZ_180521_s06.d,Find by Molecular Feature
562,7176.9932,9.555,73.8,716.692,TRUE,Cpd 562: 9.555,7179.9237,,716.99,Negative,-10,-10,9.492,9.684,1458,0.079,20884,0.02,7,1,,186,1,NZ_180521_s06.d,Find by Molecular Feature
561,7177.9971,9.527,69.9,651.5376,TRUE,Cpd 561: 9.527,7181.1139,0.0079,651.7156,Negative,-9,-11,9.409,9.617,1486,0.111,63599,0.05,13,2,,185,1,NZ_180521_s06.d,Find by Molecular Feature
560,6910.9111,9.515,61.2,862.8566,TRUE,Cpd 560: 9.515,6912.4368,,863.11,Negative,-8,-8,9.459,9.559,893,0.054,8347,0.01,4,1,,184,5,NZ_180521_s06.d,Find by Molecular Feature
559,6894.9232,9.515,60,765.0953,TRUE,Cpd 559: 9.515,6896.4439,,765.2067,Negative,-9,-9,9.467,9.717,943,0.118,10436,0.01,4,1,,184,5,NZ_180521_s06.d,Find by Molecular Feature
558,6871.9425,9.511,80,762.5419,TRUE,Cpd 558: 9.511,6875.2948,,762.9888,Negative,-9,-9,9.442,9.692,2471,0.12,77150,0.06,8,1,,184,5,NZ_180521_s06.d,Find by Molecular Feature
557,6909.8848,9.511,80,766.7577,TRUE,Cpd 557: 9.511,6913.1485,,766.9836,Negative,-9,-9,9.442,9.617,2130,0.079,36990,0.03,8,1,,184,5,NZ_180521_s06.d,Find by Molecular Feature
556,687.4935,9.51,80.3,686.4862,TRUE,Cpd 556: 9.510,687.6502,,686.4862,Negative,-1,-1,9.451,9.534,2246,0.06,7700,0.01,2,1,,184,5,NZ_180521_s06.d,Find by Molecular Feature
555,6550.9025,9.499,60,817.8555,TRUE,Cpd 555: 9.499,6552.3036,,817.9788,Negative,-8,-8,9.367,9.692,835,0.112,6558,0,4,1,,183,1,NZ_180521_s06.d,Find by Molecular Feature
554,6549.9107,9.495,60,726.7608,TRUE,Cpd 554: 9.495,6551.1669,0.0052,726.9806,Negative,-8,-10,9.426,9.609,1109,0.07,12451,0.01,7,3,,182,4,NZ_180521_s06.d,Find by Molecular Feature
553,6526.9038,9.494,97,724.2061,TRUE,Cpd 553: 9.494,6529.9734,0.0325,724.5402,Negative,-8,-9,9.417,9.601,3399,0.08,106806,0.08,16,2,,182,4,NZ_180521_s06.d,Find by Molecular Feature
552,6564.8919,9.491,80,728.422,TRUE,Cpd 552: 9.491,6568.0602,0.0565,728.6437,Negative,-8,-9,9.409,9.584,2158,0.073,68428,0.05,15,2,,182,4,NZ_180521_s06.d,Find by Molecular Feature
551,6565.8984,9.489,57.8,655.5826,TRUE,Cpd 551: 9.489,6568.0491,,655.8824,Negative,-10,-10,9.426,9.567,1067,0.062,13788,0.01,6,1,,182,4,NZ_180521_s06.d,Find by Molecular Feature
550,5875.8056,9.2,74.8,1957.6032,TRUE,Cpd 550: 9.200,5877.1853,0.04,1958.2735,Negative,-3,-10,9.143,9.284,770,0.056,15525,0.01,11,3,,181,4,NZ_180521_s06.d,Find by Molecular Feature
