Show/Hide,Cpd,File,ID Source,Name,Formula,Saturated,RT,m/z,Mass,Score,Score (Lib),Score (DB),Score (MFG),RT Diff (Tgt),"Diff (Tgt, ppm)","Diff (DB, ppm)","Diff (MFG, ppm)",Polarity,Ions,Height,Area,Vol,Hits (DB),Algorithm,Library,Uncertainty,Significance,Quality Score,FIs Conf.,FIs Conf. %,FIs Eval.,Source,Flag Severity (Tgt)
TRUE,546,SLZ_200313_10.d,,,,,11.288,992.6014,1987.2173,,,,,,,,,Negative,4,2409,,72223,,Find by Molecular Feature,,,,60,,,,,
TRUE,547,SLZ_200313_10.d,,,,,11.288,970.6202,1943.2553,,,,,,,,,Negative,5,9817,,284653,,Find by Molecular Feature,,,,100,,,,,
TRUE,548,SLZ_200313_10.d,,,,,11.29,479.3111,1921.2731,,,,,,,,,Negative,21,65094,,3453457,,Find by Molecular Feature,,,,100,,,,,
TRUE,549,SLZ_200313_10.d,,,,,11.299,982.1115,1966.2376,,,,,,,,,Negative,4,4136,,81111,,Find by Molecular Feature,,,,92.7,,,,,
TRUE,550,SLZ_200313_10.d,,,,,11.299,594.3987,1786.2178,,,,,,,,,Negative,6,3977,,114282,,Find by Molecular Feature,,,,41,,,,,
TRUE,551,SLZ_200313_10.d,,,,,11.384,504.0545,2525.3093,,,,,,,,,Negative,13,5248,,374005,,Find by Molecular Feature,,,,60,,,,,
TRUE,552,SLZ_200313_10.d,,,,,11.67,999.1138,2000.2421,,,,,,,,,Negative,3,2344,,99165,,Find by Molecular Feature,,,,35.4,,,,,
TRUE,553,SLZ_200313_10.d,,,,,11.677,493.5582,1978.262,,,,,,,,,Negative,8,11288,,859887,,Find by Molecular Feature,,,,87.3,,,,,
TRUE,554,SLZ_200313_10.d,,,,,11.687,1010.0998,2022.2141,,,,,,,,,Negative,3,1613,,53712,,Find by Molecular Feature,,,,30.1,,,,,
TRUE,555,SLZ_200313_10.d,,,,,11.702,988.1237,989.1309,,,,,,,,,Negative,5,6548,,260195,,Find by Molecular Feature,,,,79.6,,,,,
TRUE,556,SLZ_200313_10.d,,,,,11.72,978.6028,1959.2199,,,,,,,,,Negative,12,13604,,1254263,,Find by Molecular Feature,,,,75.5,,,,,
TRUE,557,SLZ_200313_10.d,,,,,11.72,1022.5675,2047.1496,,,,,,,,,Negative,4,2705,,79987,,Find by Molecular Feature,,,,58.7,,,,,
TRUE,558,SLZ_200313_10.d,,,,,11.721,989.5948,990.602,,,,,,,,,Negative,3,8620,,268597,,Find by Molecular Feature,,,,57.7,,,,,
TRUE,559,SLZ_200313_10.d,,,,,11.722,594.3985,1786.2173,,,,,,,,,Negative,6,7208,,306498,,Find by Molecular Feature,,,,60.2,,,,,
TRUE,560,SLZ_200313_10.d,,,,,11.723,981.6111,1965.2368,,,,,,,,,Negative,6,11191,,480694,,Find by Molecular Feature,,,,80,,,,,
TRUE,561,SLZ_200313_10.d,,,,,11.724,1008.5692,2019.153,,,,,,,,,Negative,3,2249,,80307,,Find by Molecular Feature,,,,65.6,,,,,
TRUE,562,SLZ_200313_10.d,,,,,11.725,992.602,1987.2185,,,,,,,,,Negative,5,5413,,228042,,Find by Molecular Feature,,,,89.1,,,,,
TRUE,563,SLZ_200313_10.d,,,,,11.726,970.6202,1943.2552,,,,,,,,,Negative,16,23996,,1335592,,Find by Molecular Feature,,,,89.4,,,,,
TRUE,564,SLZ_200313_10.d,,,,,11.726,1011.5761,2025.1668,,,,,,,,,Negative,4,4105,,136151,,Find by Molecular Feature,,,,75.3,,,,,
TRUE,565,SLZ_200313_10.d,,,,,11.728,1000.5851,2003.1848,,,,,,,,,Negative,4,6687,,274394,,Find by Molecular Feature,,,,57.5,,,,,
TRUE,566,SLZ_200313_10.d,,,,,11.729,1003.5933,2009.2012,,,,,,,,,Negative,4,3196,,114167,,Find by Molecular Feature,,,,48.6,,,,,
TRUE,567,SLZ_200313_10.d,,,,,11.731,479.3113,1921.2738,,,,,,,,,Negative,26,135784,,12401814,,Find by Molecular Feature,,,,80,,,,,
TRUE,568,SLZ_200313_10.d,,,,,11.971,579.8191,2323.3045,,,,,,,,,Negative,20,14183,,1143570,,Find by Molecular Feature,,,,99.1,,,,,
TRUE,569,SLZ_200313_10.d,,,,,12.164,988.1233,989.1305,,,,,,,,,Negative,4,2755,,94616,,Find by Molecular Feature,,,,60,,,,,
TRUE,570,SLZ_200313_10.d,,,,,12.212,479.5617,961.138,,,,,,,,,Negative,3,38615,,905717,,Find by Molecular Feature,,,,87,,,,,
TRUE,571,SLZ_200313_10.d,,,,,12.226,979.1046,1960.2238,,,,,,,,,Negative,3,4604,,108093,,Find by Molecular Feature,,,,63.8,,,,,
TRUE,572,SLZ_200313_10.d,,,,,12.239,960.6318,1923.2778,,,,,,,,,Negative,7,7209,,268247,,Find by Molecular Feature,,,,69,,,,,
TRUE,573,SLZ_200313_10.d,,,,,12.255,1003.5928,2009.2012,,,,,,,,,Negative,4,1214,,37347,,Find by Molecular Feature,,,,36.1,,,,,
TRUE,574,SLZ_200313_10.d,,,,,12.279,1152.1331,2306.2808,,,,,,,,,Negative,4,5102,,192807,,Find by Molecular Feature,,,,44,,,,,
TRUE,575,SLZ_200313_10.d,,,,,12.292,569.8175,2283.2988,,,,,,,,,Negative,16,33622,,2986821,,Find by Molecular Feature,,,,99.6,,,,,
TRUE,576,SLZ_200313_10.d,,,,,12.293,1141.1423,2284.2993,,,,,,,,,Negative,9,9892,,567308,,Find by Molecular Feature,,,,80.8,,,,,
TRUE,577,SLZ_200313_10.d,,,,,12.296,579.3049,2321.2483,,,,,,,,,Negative,10,12818,,808972,,Find by Molecular Feature,,,,67.3,,,,,
TRUE,578,SLZ_200313_10.d,,,,,12.297,970.6202,1943.2555,,,,,,,,,Negative,7,9196,,201742,,Find by Molecular Feature,,,,54,,,,,
TRUE,579,SLZ_200313_10.d,,,,,12.298,1151.633,2305.2864,,,,,,,,,Negative,8,5030,,185450,,Find by Molecular Feature,,,,40.5,,,,,
TRUE,580,SLZ_200313_10.d,,,,,12.401,559.8163,2243.2943,,,,,,,,,Negative,12,10946,,699215,,Find by Molecular Feature,,,,85.4,,,,,
TRUE,581,SLZ_200313_10.d,,,,,12.754,569.3022,2281.2379,,,,,,,,,Negative,3,15327,,300319,,Find by Molecular Feature,,,,35.8,,,,,
TRUE,582,SLZ_200313_10.d,,,,,12.79,1159.6156,2321.2484,,,,,,,,,Negative,14,3115,,291361,,Find by Molecular Feature,,,,39.5,,,,,
TRUE,583,SLZ_200313_10.d,,,,,12.804,570.5639,2286.2756,,,,,,,,,Negative,8,5451,,291026,,Find by Molecular Feature,,,,68.2,,,,,
TRUE,584,SLZ_200313_10.d,,,,,12.826,1145.1293,2292.2732,,,,,,,,,Negative,5,3854,,149865,,Find by Molecular Feature,,,,73.2,,,,,
TRUE,585,SLZ_200313_10.d,,,,,12.829,1164.1051,2330.2247,,,,,,,,,Negative,4,2254,,73360,,Find by Molecular Feature,,,,89.9,,,,,
TRUE,586,SLZ_200313_10.d,,,,,12.83,1134.1382,2270.2917,,,,,,,,,Negative,13,8509,,364351,,Find by Molecular Feature,,,,100,,,,,
TRUE,587,SLZ_200313_10.d,,,,,12.83,1156.1203,2314.2552,,,,,,,,,Negative,4,2183,,83484,,Find by Molecular Feature,,,,60,,,,,
TRUE,588,SLZ_200313_10.d,,,,,12.83,561.0702,2248.3099,,,,,,,,,Negative,26,37123,,3919310,,Find by Molecular Feature,,,,100,,,,,
TRUE,589,SLZ_200313_10.d,,,,,12.832,1174.6155,2351.2456,,,,,,,,,Negative,4,1768,,50341,,Find by Molecular Feature,,,,43.6,,,,,
TRUE,590,SLZ_200313_10.d,,,,,12.84,1153.115,2308.2445,,,,,,,,,Negative,5,3084,,110604,,Find by Molecular Feature,,,,76.4,,,,,
TRUE,591,SLZ_200313_10.d,,,,,12.852,559.816,2243.2935,,,,,,,,,Negative,13,10437,,602783,,Find by Molecular Feature,,,,96.2,,,,,
TRUE,592,SLZ_200313_10.d,,,,,12.886,516.4633,2587.3527,,,,,,,,,Negative,5,7027,,231490,,Find by Molecular Feature,,,,83.5,,,,,
TRUE,593,SLZ_200313_10.d,,,,,13.05,1429.1503,2860.3152,,,,,,,,,Negative,7,1956,,95157,,Find by Molecular Feature,,,,53.2,,,,,
TRUE,594,SLZ_200313_10.d,,,,,13.055,1397.1798,2796.3744,,,,,,,,,Negative,20,13042,,890668,,Find by Molecular Feature,,,,100,,,,,
TRUE,595,SLZ_200313_10.d,,,,,13.055,1408.1708,2818.3561,,,,,,,,,Negative,8,5881,,300890,,Find by Molecular Feature,,,,100,,,,,
TRUE,596,SLZ_200313_10.d,,,,,13.055,553.8716,2774.3943,,,,,,,,,Negative,39,71383,,8078871,,Find by Molecular Feature,,,,100,,,,,
TRUE,597,SLZ_200313_10.d,,,,,13.056,1427.1452,2856.305,,,,,,,,,Negative,4,3445,,133086,,Find by Molecular Feature,,,,100,,,,,
TRUE,598,SLZ_200313_10.d,,,,,13.057,1446.1201,2894.2547,,,,,,,,,Negative,5,823,,31122,,Find by Molecular Feature,,,,36.1,,,,,
TRUE,599,SLZ_200313_10.d,,,,,13.062,1419.1616,2840.3377,,,,,,,,,Negative,5,3123,,161896,,Find by Molecular Feature,,,,85.4,,,,,
TRUE,600,SLZ_200313_10.d,,,,,13.063,1416.1532,2834.321,,,,,,,,,Negative,8,4096,,222292,,Find by Molecular Feature,,,,95.4,,,,,
TRUE,601,SLZ_200313_10.d,,,,,13.067,1438.1356,2878.2857,,,,,,,,,Negative,5,2096,,101823,,Find by Molecular Feature,,,,56.4,,,,,
TRUE,602,SLZ_200313_10.d,,,,,13.069,561.4606,2812.3396,,,,,,,,,Negative,26,7075,,1047995,,Find by Molecular Feature,,,,95.4,,,,,
TRUE,603,SLZ_200313_10.d,,,,,13.182,516.4638,2587.353,,,,,,,,,Negative,11,5611,,313958,,Find by Molecular Feature,,,,44.6,,,,,
TRUE,604,SLZ_200313_10.d,,,,,13.201,565.572,2266.317,,,,,,,,,Negative,5,12223,,806021,,Find by Molecular Feature,,,,54.6,,,,,
TRUE,605,SLZ_200313_10.d,,,,,13.208,1152.135,2306.2846,,,,,,,,,Negative,5,1681,,84260,,Find by Molecular Feature,,,,37.9,,,,,
TRUE,606,SLZ_200313_10.d,,,,,13.227,1132.148,1133.1553,,,,,,,,,Negative,5,3913,,184946,,Find by Molecular Feature,,,,77,,,,,
TRUE,607,SLZ_200313_10.d,,,,,13.23,1132.6514,1133.6586,,,,,,,,,Negative,4,3502,,132335,,Find by Molecular Feature,,,,50.2,,,,,
TRUE,608,SLZ_200313_10.d,,,,,13.263,1145.1299,2292.2744,,,,,,,,,Negative,4,2437,,77495,,Find by Molecular Feature,,,,58.9,,,,,
TRUE,609,SLZ_200313_10.d,,,,,13.28,561.0701,2248.3096,,,,,,,,,Negative,9,16534,,765767,,Find by Molecular Feature,,,,100,,,,,
TRUE,610,SLZ_200313_10.d,,,,,13.496,1416.1534,2834.3213,,,,,,,,,Negative,4,2180,,109799,,Find by Molecular Feature,,,,85.2,,,,,
TRUE,611,SLZ_200313_10.d,,,,,13.497,1405.1617,2812.338,,,,,,,,,Negative,5,2719,,134192,,Find by Molecular Feature,,,,61.3,,,,,
TRUE,612,SLZ_200313_10.d,,,,,13.5,1419.1618,2840.3382,,,,,,,,,Negative,3,2026,,67260,,Find by Molecular Feature,,,,60.7,,,,,
TRUE,613,SLZ_200313_10.d,,,,,13.508,553.8715,2774.3934,,,,,,,,,Negative,29,36150,,4153739,,Find by Molecular Feature,,,,81.2,,,,,
TRUE,614,SLZ_200313_10.d,,,,,13.518,1397.1795,2796.3735,,,,,,,,,Negative,8,5652,,338660,,Find by Molecular Feature,,,,54,,,,,
TRUE,615,SLZ_200313_10.d,,,,,13.73,1294.1574,2590.3294,,,,,,,,,Negative,4,3448,,123872,,Find by Molecular Feature,,,,44.1,,,,,
TRUE,616,SLZ_200313_10.d,,,,,13.735,1304.6493,2611.3132,,,,,,,,,Negative,5,2277,,104098,,Find by Molecular Feature,,,,31,,,,,
TRUE,617,SLZ_200313_10.d,,,,,13.74,516.8586,2589.3294,,,,,,,,,Negative,12,19605,,1032548,,Find by Molecular Feature,,,,67.8,,,,,
TRUE,618,SLZ_200313_10.d,,,,,14.141,575.0594,2304.2673,,,,,,,,,Negative,16,15231,,1102596,,Find by Molecular Feature,,,,81.5,,,,,
TRUE,619,SLZ_200313_10.d,,,,,14.145,1173.1096,2348.2337,,,,,,,,,Negative,5,3159,,64071,,Find by Molecular Feature,,,,72.9,,,,,
TRUE,620,SLZ_200313_10.d,,,,,14.154,1195.0915,2392.1975,,,,,,,,,Negative,4,1593,,23563,,Find by Molecular Feature,,,,44.6,,,,,
TRUE,621,SLZ_200313_10.d,,,,,14.155,1181.6062,2365.2269,,,,,,,,,Negative,5,1530,,68796,,Find by Molecular Feature,,,,37.4,,,,,
TRUE,622,SLZ_200313_10.d,,,,,14.172,1162.1193,2326.2532,,,,,,,,,Negative,4,5001,,134843,,Find by Molecular Feature,,,,85,,,,,
TRUE,623,SLZ_200313_10.d,,,,,14.172,565.5728,2266.3202,,,,,,,,,Negative,14,70375,,2996977,,Find by Molecular Feature,,,,86.3,,,,,
TRUE,624,SLZ_200313_10.d,,,,,14.174,1154.1347,2310.2839,,,,,,,,,Negative,3,5173,,117928,,Find by Molecular Feature,,,,89.1,,,,,
TRUE,625,SLZ_200313_10.d,,,,,14.175,579.8189,2323.3046,,,,,,,,,Negative,9,9257,,379233,,Find by Molecular Feature,,,,84.9,,,,,
TRUE,626,SLZ_200313_10.d,,,,,14.175,1143.6448,2289.3042,,,,,,,,,Negative,2,8173,,140674,,Find by Molecular Feature,,,,70.5,,,,,
TRUE,627,SLZ_200313_10.d,,,,,14.179,1165.1259,2332.2663,,,,,,,,,Negative,2,2671,,53254,,Find by Molecular Feature,,,,70.4,,,,,
TRUE,628,SLZ_200313_10.d,,,,,14.39,520.0567,2605.3193,,,,,,,,,Negative,23,11259,,1200097,,Find by Molecular Feature,,,,57.9,,,,,
TRUE,629,SLZ_200313_10.d,,,,,14.427,1323.127,2648.2809,,,,,,,,,Negative,5,2859,,72340,,Find by Molecular Feature,,,,55.8,,,,,
TRUE,630,SLZ_200313_10.d,,,,,14.469,516.6609,2588.3405,,,,,,,,,Negative,21,12453,,1445103,,Find by Molecular Feature,,,,71.1,,,,,
TRUE,631,SLZ_200313_10.d,,,,,14.5,1176.1165,2354.2476,,,,,,,,,Negative,5,3819,,200292,,Find by Molecular Feature,,,,48.4,,,,,
TRUE,632,SLZ_200313_10.d,,,,,14.505,565.5732,2266.3214,,,,,,,,,Negative,31,195323,,17027034,,Find by Molecular Feature,,,,80,,,,,
TRUE,633,SLZ_200313_10.d,,,,,14.505,1143.1436,2288.3012,,,,,,,,,Negative,22,26417,,2205226,,Find by Molecular Feature,,,,71.4,,,,,
TRUE,634,SLZ_200313_10.d,,,,,14.506,1154.1348,2310.2842,,,,,,,,,Negative,8,14141,,801669,,Find by Molecular Feature,,,,60,,,,,
TRUE,635,SLZ_200313_10.d,,,,,14.507,727.7774,2186.3542,,,,,,,,,Negative,4,3341,,98202,,Find by Molecular Feature,,,,34.4,,,,,
TRUE,636,SLZ_200313_10.d,,,,,14.51,1165.1261,2332.2668,,,,,,,,,Negative,6,6146,,411496,,Find by Molecular Feature,,,,60,,,,,
TRUE,637,SLZ_200313_10.d,,,,,14.515,1195.0923,2392.1992,,,,,,,,,Negative,5,3439,,162226,,Find by Molecular Feature,,,,43.6,,,,,
TRUE,638,SLZ_200313_10.d,,,,,14.515,1184.1006,2370.2157,,,,,,,,,Negative,6,4694,,330698,,Find by Molecular Feature,,,,35.9,,,,,
TRUE,639,SLZ_200313_10.d,,,,,14.515,1162.1186,2326.2523,,,,,,,,,Negative,10,11756,,822821,,Find by Molecular Feature,,,,74.3,,,,,
TRUE,640,SLZ_200313_10.d,,,,,14.52,575.0594,2304.267,,,,,,,,,Negative,29,32301,,4846942,,Find by Molecular Feature,,,,73,,,,,
TRUE,641,SLZ_200313_10.d,,,,,14.523,1173.1094,2348.2333,,,,,,,,,Negative,5,6998,,489098,,Find by Molecular Feature,,,,68.8,,,,,
TRUE,642,SLZ_200313_10.d,,,,,14.529,1335.1377,2672.29,,,,,,,,,Negative,3,1752,,102540,,Find by Molecular Feature,,,,37.3,,,,,
TRUE,643,SLZ_200313_10.d,,,,,14.538,1182.6212,2367.2569,,,,,,,,,Negative,3,2727,,117370,,Find by Molecular Feature,,,,52.7,,,,,
TRUE,644,SLZ_200313_10.d,,,,,14.54,1170.1004,2342.2149,,,,,,,,,Negative,9,2722,,248653,,Find by Molecular Feature,,,,50.1,,,,,
TRUE,645,SLZ_200313_10.d,,,,,14.544,579.8189,2323.3044,,,,,,,,,Negative,21,24392,,1648192,,Find by Molecular Feature,,,,100,,,,,
TRUE,646,SLZ_200313_10.d,,,,,14.547,524.662,2628.3412,,,,,,,,,Negative,24,15988,,2805069,,Find by Molecular Feature,,,,80,,,,,
TRUE,647,SLZ_200313_10.d,,,,,14.552,1171.6332,2345.2809,,,,,,,,,Negative,3,4025,,176383,,Find by Molecular Feature,,,,66.3,,,,,
TRUE,648,SLZ_200313_10.d,,,,,14.568,665.566,2666.2943,,,,,,,,,Negative,12,4476,,441387,,Find by Molecular Feature,,,,33.9,,,,,
TRUE,649,SLZ_200313_10.d,,,,,14.771,524.6617,525.669,,,,,,,,,Negative,2,12067,,199282,,Find by Molecular Feature,,,,88.2,,,,,
TRUE,650,SLZ_200313_10.d,,,,,14.813,579.3043,2321.2459,,,,,,,,,Negative,6,2803,,165167,,Find by Molecular Feature,,,,34.8,,,,,
TRUE,651,SLZ_200313_10.d,,,,,14.827,569.8176,2283.2991,,,,,,,,,Negative,18,16776,,1552513,,Find by Molecular Feature,,,,60.7,,,,,
TRUE,652,SLZ_200313_10.d,,,,,14.877,1293.6601,2589.3355,,,,,,,,,Negative,7,2327,,111905,,Find by Molecular Feature,,,,59.8,,,,,
TRUE,653,SLZ_200313_10.d,,,,,14.903,646.0771,2588.3376,,,,,,,,,Negative,5,7247,,353052,,Find by Molecular Feature,,,,65.4,,,,,
TRUE,654,SLZ_200313_10.d,,,,,14.93,1155.6358,2313.2862,,,,,,,,,Negative,2,1561,,31721,,Find by Molecular Feature,,,,40.6,,,,,
TRUE,655,SLZ_200313_10.d,,,,,14.936,579.8186,580.8256,,,,,,,,,Negative,3,11510,,307037,,Find by Molecular Feature,,,,40.7,,,,,
TRUE,656,SLZ_200313_10.d,,,,,14.955,1144.1453,1145.1525,,,,,,,,,Negative,2,6196,,84013,,Find by Molecular Feature,,,,53.9,,,,,
TRUE,657,SLZ_200313_10.d,,,,,15.027,630.47,3157.3868,,,,,,,,,Negative,30,9560,,975429,,Find by Molecular Feature,,,,77.5,,,,,
TRUE,658,SLZ_200313_10.d,,,,,15.033,622.881,3119.4406,,,,,,,,,Negative,41,62994,,7532722,,Find by Molecular Feature,,,,100,,,,,
TRUE,659,SLZ_200313_10.d,,,,,15.033,1591.6848,3185.3841,,,,,,,,,Negative,5,2430,,104177,,Find by Molecular Feature,,,,60,,,,,
TRUE,660,SLZ_200313_10.d,,,,,15.038,1580.6935,3163.4015,,,,,,,,,Negative,9,4355,,277020,,Find by Molecular Feature,,,,64.8,,,,,
TRUE,661,SLZ_200313_10.d,,,,,15.039,1569.7027,3141.4213,,,,,,,,,Negative,27,8505,,758849,,Find by Molecular Feature,,,,77.5,,,,,
TRUE,662,SLZ_200313_10.d,,,,,15.041,1161.1454,1162.1527,,,,,,,,,Negative,2,1455,,53127,,Find by Molecular Feature,,,,60.5,,,,,
TRUE,663,SLZ_200313_10.d,,,,,15.041,1599.6666,3201.3477,,,,,,,,,Negative,5,2276,,115090,,Find by Molecular Feature,,,,53.9,,,,,
TRUE,664,SLZ_200313_10.d,,,,,15.048,1588.6765,3179.3562,,,,,,,,,Negative,9,3237,,204692,,Find by Molecular Feature,,,,62.9,,,,,
TRUE,665,SLZ_200313_10.d,,,,,15.069,1284.1507,2570.3158,,,,,,,,,Negative,11,2205,,161294,,Find by Molecular Feature,,,,61.1,,,,,
TRUE,666,SLZ_200313_10.d,,,,,15.074,516.2487,2586.2802,,,,,,,,,Negative,15,7849,,427274,,Find by Molecular Feature,,,,54.8,,,,,
TRUE,667,SLZ_200313_10.d,,,,,15.103,508.6597,2548.3342,,,,,,,,,Negative,25,18448,,2078121,,Find by Molecular Feature,,,,71.4,,,,,
TRUE,668,SLZ_200313_10.d,,,,,15.331,1273.6607,2549.3373,,,,,,,,,Negative,5,3038,,153551,,Find by Molecular Feature,,,,40.7,,,,,
TRUE,669,SLZ_200313_10.d,,,,,15.375,517.6635,2593.354,,,,,,,,,Negative,11,3403,,151267,,Find by Molecular Feature,,,,43,,,,,
TRUE,670,SLZ_200313_10.d,,,,,15.408,1570.705,3143.4246,,,,,,,,,Negative,3,2794,,80210,,Find by Molecular Feature,,,,67.3,,,,,
TRUE,671,SLZ_200313_10.d,,,,,15.428,1578.1853,1579.1926,,,,,,,,,Negative,2,1882,,32092,,Find by Molecular Feature,,,,45.1,,,,,
TRUE,672,SLZ_200313_10.d,,,,,15.431,630.4699,3157.3866,,,,,,,,,Negative,8,3999,,201296,,Find by Molecular Feature,,,,60,,,,,
TRUE,673,SLZ_200313_10.d,,,,,15.433,622.8809,3119.4411,,,,,,,,,Negative,16,27039,,1588607,,Find by Molecular Feature,,,,80,,,,,
TRUE,674,SLZ_200313_10.d,,,,,15.442,519.2339,1040.4823,,,,,,,,,Negative,2,12744,,174183,,Find by Molecular Feature,,,,75.7,,,,,
TRUE,675,SLZ_200313_10.d,,,,,15.532,524.6622,2628.3461,,,,,,,,,Negative,24,16102,,2186160,,Find by Molecular Feature,,,,53.4,,,,,
TRUE,676,SLZ_200313_10.d,,,,,16.543,652.0805,2612.352,,,,,,,,,Negative,19,12451,,1333240,,Find by Molecular Feature,,,,54.6,,,,,
TRUE,677,SLZ_200313_10.d,,,,,16.774,661.8335,2651.3652,,,,,,,,,Negative,9,9475,,1028108,,Find by Molecular Feature,,,,55.2,,,,,
TRUE,678,SLZ_200313_10.d,,,,,16.824,577.6686,2893.3779,,,,,,,,,Negative,26,11447,,1564804,,Find by Molecular Feature,,,,52.4,,,,,
TRUE,679,SLZ_200313_10.d,,,,,16.862,593.4565,2972.3179,,,,,,,,,Negative,29,9945,,1339120,,Find by Molecular Feature,,,,43.7,,,,,
TRUE,680,SLZ_200313_10.d,,,,,16.862,1477.1691,2956.3545,,,,,,,,,Negative,9,4205,,393373,,Find by Molecular Feature,,,,60,,,,,
TRUE,681,SLZ_200313_10.d,,,,,16.862,585.8671,2934.3713,,,,,,,,,Negative,30,35169,,4524312,,Find by Molecular Feature,,,,75,,,,,
TRUE,682,SLZ_200313_10.d,,,,,16.862,1496.1407,2994.2959,,,,,,,,,Negative,4,2155,,151373,,Find by Molecular Feature,,,,60,,,,,
TRUE,683,SLZ_200313_10.d,,,,,16.889,1488.1603,2978.3351,,,,,,,,,Negative,5,2217,,166364,,Find by Molecular Feature,,,,60.6,,,,,
TRUE,684,SLZ_200313_10.d,,,,,16.975,518.0674,2595.3723,,,,,,,,,Negative,16,5227,,842488,,Find by Molecular Feature,,,,44.9,,,,,
TRUE,685,SLZ_200313_10.d,,,,,17.002,521.2661,2611.3671,,,,,,,,,Negative,19,11404,,1301243,,Find by Molecular Feature,,,,80,,,,,
TRUE,686,SLZ_200313_10.d,,,,,17.005,1315.6638,2633.3353,,,,,,,,,Negative,11,2477,,189859,,Find by Molecular Feature,,,,60,,,,,
TRUE,687,SLZ_200313_10.d,,,,,17.018,1336.6638,2675.3421,,,,,,,,,Negative,7,1013,,82181,,Find by Molecular Feature,,,,35.6,,,,,
TRUE,688,SLZ_200313_10.d,,,,,17.023,1334.6403,2671.2952,,,,,,,,,Negative,2,1497,,34942,,Find by Molecular Feature,,,,34,,,,,
TRUE,689,SLZ_200313_10.d,,,,,17.048,661.3212,2649.3139,,,,,,,,,Negative,10,4140,,250789,,Find by Molecular Feature,,,,47,,,,,
TRUE,690,SLZ_200313_10.d,,,,,17.051,582.2732,2916.3938,,,,,,,,,Negative,21,6180,,637416,,Find by Molecular Feature,,,,42.7,,,,,
TRUE,691,SLZ_200313_10.d,,,,,17.101,522.0587,2615.3244,,,,,,,,,Negative,14,4261,,493663,,Find by Molecular Feature,,,,35,,,,,
TRUE,692,SLZ_200313_10.d,,,,,17.102,1298.6647,2599.3453,,,,,,,,,Negative,15,5805,,389922,,Find by Molecular Feature,,,,96.7,,,,,
TRUE,693,SLZ_200313_10.d,,,,,17.106,1340.1221,2682.2587,,,,,,,,,Negative,4,1141,,27899,,Find by Molecular Feature,,,,30.1,,,,,
TRUE,694,SLZ_200313_10.d,,,,,17.11,514.4652,2577.3622,,,,,,,,,Negative,28,45356,,3417878,,Find by Molecular Feature,,,,97.9,,,,,
TRUE,695,SLZ_200313_10.d,,,,,17.114,1309.6547,2621.3239,,,,,,,,,Negative,5,3081,,114130,,Find by Molecular Feature,,,,100,,,,,
TRUE,696,SLZ_200313_10.d,,,,,17.115,1317.6407,2637.296,,,,,,,,,Negative,4,2635,,107209,,Find by Molecular Feature,,,,85.4,,,,,
TRUE,697,SLZ_200313_10.d,,,,,17.125,528.8571,2649.3221,,,,,,,,,Negative,4,3328,,84437,,Find by Molecular Feature,,,,55.8,,,,,
TRUE,698,SLZ_200313_10.d,,,,,17.289,590.2742,2956.4073,,,,,,,,,Negative,5,9061,,475715,,Find by Molecular Feature,,,,52.4,,,,,
TRUE,699,SLZ_200313_10.d,,,,,17.312,569.8652,2854.3617,,,,,,,,,Negative,25,11803,,970208,,Find by Molecular Feature,,,,95.3,,,,,
TRUE,700,SLZ_200313_10.d,,,,,17.362,656.0794,2628.346,,,,,,,,,Negative,19,7229,,828518,,Find by Molecular Feature,,,,50.3,,,,,
TRUE,701,SLZ_200313_10.d,,,,,17.373,1456.6565,1457.6638,,,,,,,,,Negative,4,1055,,44238,,Find by Molecular Feature,,,,36.3,,,,,
TRUE,702,SLZ_200313_10.d,,,,,17.525,1309.6558,2621.3261,,,,,,,,,Negative,2,1369,,37165,,Find by Molecular Feature,,,,37,,,,,
TRUE,703,SLZ_200313_10.d,,,,,17.541,514.8664,2579.3684,,,,,,,,,Negative,3,11532,,237303,,Find by Molecular Feature,,,,100,,,,,
TRUE,704,SLZ_200313_10.d,,,,,17.545,1287.6729,2577.3607,,,,,,,,,Negative,4,4325,,187924,,Find by Molecular Feature,,,,50.5,,,,,
TRUE,705,SLZ_200313_10.d,,,,,17.617,582.2734,2916.4032,,,,,,,,,Negative,7,10843,,741175,,Find by Molecular Feature,,,,39.3,,,,,
TRUE,706,SLZ_200313_10.d,,,,,17.681,569.8651,2854.3605,,,,,,,,,Negative,15,6128,,348847,,Find by Molecular Feature,,,,33.8,,,,,
TRUE,707,SLZ_200313_10.d,,,,,17.78,593.6702,2973.3832,,,,,,,,,Negative,24,13146,,1849537,,Find by Molecular Feature,,,,69.2,,,,,
TRUE,708,SLZ_200313_10.d,,,,,17.782,601.2604,3011.3364,,,,,,,,,Negative,20,3002,,469724,,Find by Molecular Feature,,,,40.8,,,,,
TRUE,709,SLZ_200313_10.d,,,,,17.933,647.8358,648.8431,,,,,,,,,Negative,2,39114,,439992,,Find by Molecular Feature,,,,82.7,,,,,
TRUE,710,SLZ_200313_10.d,,,,,17.934,1307.6692,2617.353,,,,,,,,,Negative,3,7370,,180011,,Find by Molecular Feature,,,,71.1,,,,,
TRUE,711,SLZ_200313_10.d,,,,,17.936,648.0863,1298.1872,,,,,,,,,Negative,3,38340,,535512,,Find by Molecular Feature,,,,62.8,,,,,
