Cpd,Mass,RT,Avg Mass,Vol,Quality Score,m/z,Show/Hide,Label,Std Dev,Base Peak,Polarity,Max Z,Min Z,Start,End,Height,Width,Vol %,Ions,Z Count,Saturated,Group,Cpds/Group,File,Algorithm
1225,3978.4016,8.032,3980.9036,90432,95.7,1325.1266,TRUE,Cpd 1225: 8.032,0.0002,1325.4603,Negative,-2,-3,7.917,8.151,2061,0.11,0.01,13,2,,309,4,NZ_180830_s29.d,Find by Molecular Feature
1520,3975.5855,10.372,3977.3136,63328,100,1324.1886,TRUE,Cpd 1520: 10.372,0.0033,1324.5222,Negative,-2,-3,10.29,10.457,2409,0.083,0.01,10,2,,389,5,NZ_180830_s29.d,Find by Molecular Feature
1224,3956.4202,8.03,3958.9217,147889,100,1317.7996,TRUE,Cpd 1224: 8.030,0.0012,1318.1338,Negative,-2,-3,7.901,8.151,3101,0.115,0.02,15,2,,308,3,NZ_180830_s29.d,Find by Molecular Feature
1522,3953.6055,10.374,3955.5026,178243,100,1316.8618,TRUE,Cpd 1522: 10.374,0.0042,1317.1949,Negative,-2,-7,10.282,10.474,4400,0.084,0.02,26,5,,389,5,NZ_180830_s29.d,Find by Molecular Feature
1226,3934.4367,8.033,3936.8601,272142,93,1310.472,TRUE,Cpd 1226: 8.033,0.0032,1310.8062,Negative,-2,-4,7.917,8.192,5625,0.12,0.04,20,3,,309,4,NZ_180830_s29.d,Find by Molecular Feature
1519,3931.6227,10.37,3933.6272,1744474,100,560.6533,TRUE,Cpd 1519: 10.370,0.0024,560.7965,Negative,-2,-8,10.107,10.515,34447,0.102,0.24,48,7,,389,5,NZ_180830_s29.d,Find by Molecular Feature
1283,3929.5023,8.435,3931.234,98197,80,653.9103,TRUE,Cpd 1283: 8.435,0.009,654.0754,Negative,-3,-6,8.334,8.558,3376,0.092,0.01,13,3,,325,1,NZ_180830_s29.d,Find by Molecular Feature
1189,3916.448,7.73,3917.7645,19614,91.4,1957.2167,TRUE,Cpd 1189: 7.730,,1957.7137,Negative,-2,-2,7.659,7.851,1136,0.108,0,4,1,,293,3,NZ_180830_s29.d,Find by Molecular Feature
1227,3912.4556,8.035,3914.608,967386,100,1303.1448,TRUE,Cpd 1227: 8.035,0.0038,1303.4793,Negative,-2,-8,7.834,8.209,12139,0.108,0.13,47,7,,309,4,NZ_180830_s29.d,Find by Molecular Feature
1188,3895.4646,7.727,3896.6453,37723,100,1297.4809,TRUE,Cpd 1188: 7.727,,1297.4809,Negative,-3,-3,7.634,7.834,2531,0.099,0.01,5,1,,293,3,NZ_180830_s29.d,Find by Molecular Feature
1191,3894.4704,7.74,3895.8426,46196,97,1946.2272,TRUE,Cpd 1191: 7.740,0.0037,1946.7229,Negative,-2,-5,7.651,7.901,1484,0.126,0.01,8,2,,294,1,NZ_180830_s29.d,Find by Molecular Feature
1228,3890.4738,8.037,3892.4058,7770368,100,647.4049,TRUE,Cpd 1228: 8.037,0.0013,647.5721,Negative,-2,-8,7.892,8.292,128940,0.105,1.07,59,7,,309,4,NZ_180830_s29.d,Find by Molecular Feature
1232,3874.4808,8.13,3876.0688,243184,100,644.7391,TRUE,Cpd 1232: 8.130,0.011,644.9065,Negative,-3,-7,7.959,8.35,9232,0.123,0.03,17,4,,312,1,NZ_180830_s29.d,Find by Molecular Feature
1247,3874.4733,8.255,3876.3054,282368,100,644.7385,TRUE,Cpd 1247: 8.255,0.009,644.9054,Negative,-3,-7,8.134,8.384,9479,0.108,0.04,18,4,,317,1,NZ_180830_s29.d,Find by Molecular Feature
1187,3872.4625,7.719,3874.3019,618136,100,552.2013,TRUE,Cpd 1187: 7.719,0.0049,552.3447,Negative,-4,-8,7.609,7.876,16134,0.09,0.09,26,4,,292,1,NZ_180830_s29.d,Find by Molecular Feature
1216,3871.5106,7.99,3873.268,512332,100,1289.4967,TRUE,Cpd 1216: 7.990,0.0027,1289.8312,Negative,-2,-7,7.826,8.184,11449,0.109,0.07,28,5,,305,2,NZ_180830_s29.d,Find by Molecular Feature
1190,3871.5066,7.733,3873.3962,225363,80,1289.4953,TRUE,Cpd 1190: 7.733,0.0035,1290.1514,Negative,-2,-6,7.634,7.892,4728,0.108,0.03,21,4,,293,3,NZ_180830_s29.d,Find by Molecular Feature
1217,3865.465,7.994,3869.8713,57173,80,643.2369,TRUE,Cpd 1217: 7.994,,644.2444,Negative,-6,-6,7.876,8.109,5036,0.099,0.01,7,1,,306,4,NZ_180830_s29.d,Find by Molecular Feature
1215,3849.5291,7.989,3851.4112,6408836,100,640.5809,TRUE,Cpd 1215: 7.989,0.0019,640.7481,Negative,-2,-9,7.693,8.25,165101,0.114,0.88,57,8,,305,2,NZ_180830_s29.d,Find by Molecular Feature
1452,3849.5279,9.718,3851.22,26343,95.7,768.8983,TRUE,Cpd 1452: 9.718,,769.0976,Negative,-5,-5,9.608,9.782,2275,0.064,0,5,1,,370,30,NZ_180830_s29.d,Find by Molecular Feature
1193,3849.5266,7.749,3851.5035,986494,89.2,640.5804,TRUE,Cpd 1193: 7.749,0.0027,640.7465,Negative,-2,-7,7.601,7.909,22286,0.119,0.14,35,6,,295,5,NZ_180830_s29.d,Find by Molecular Feature
1291,3835.4559,8.511,3837.32,363869,100,638.2351,TRUE,Cpd 1291: 8.511,0.0032,638.4013,Negative,-2,-7,8.35,8.667,9875,0.102,0.05,33,6,,327,1,NZ_180830_s29.d,Find by Molecular Feature
1212,3812.4298,7.919,3814.1971,224780,100,543.6259,TRUE,Cpd 1212: 7.919,0.0031,543.7685,Negative,-2,-7,7.801,8.134,7691,0.095,0.03,23,5,,302,7,NZ_180830_s29.d,Find by Molecular Feature
113,3775.7985,0.591,3776.4457,4671,86.7,1257.5922,TRUE,Cpd 113: 0.591,,1257.5922,Negative,-3,-3,0.557,0.632,1000,0.046,0,3,1,,5,33,NZ_180830_s29.d,Find by Molecular Feature
1503,3714.51,10.078,3715.868,17618,80,1856.2483,TRUE,Cpd 1503: 10.078,0.004,1856.749,Negative,-2,-3,10.024,10.149,953,0.074,0,7,2,,382,6,NZ_180830_s29.d,Find by Molecular Feature
1501,3692.5306,10.077,3694.1993,29601,96.8,1845.258,TRUE,Cpd 1501: 10.077,,1845.7571,Negative,-2,-2,10.007,10.165,1728,0.085,0,5,1,,382,6,NZ_180830_s29.d,Find by Molecular Feature
1195,3672.3742,7.753,3673.932,64258,99.2,1835.1797,TRUE,Cpd 1195: 7.753,0.0005,1835.6813,Negative,-2,-3,7.651,7.892,1843,0.127,0.01,9,2,,295,5,NZ_180830_s29.d,Find by Molecular Feature
1502,3670.5434,10.078,3672.2274,67546,95.6,1834.2646,TRUE,Cpd 1502: 10.078,0.0015,1834.7669,Negative,-2,-3,9.991,10.19,2617,0.09,0.01,10,2,,382,6,NZ_180830_s29.d,Find by Molecular Feature
1197,3650.3947,7.759,3652.0821,119135,100,1824.1898,TRUE,Cpd 1197: 7.759,0.0016,1824.6902,Negative,-2,-3,7.601,7.909,3134,0.138,0.02,11,2,,296,1,NZ_180830_s29.d,Find by Molecular Feature
1504,3648.5691,10.079,3650.2132,189734,83.8,1823.2747,TRUE,Cpd 1504: 10.079,0.0156,1823.7764,Negative,-2,-7,9.949,10.19,4569,0.092,0.03,25,6,,382,6,NZ_180830_s29.d,Find by Molecular Feature
1788,3635.9449,16.233,3636.6822,22416,100,604.9835,TRUE,Cpd 1788: 16.233,,604.9835,Negative,-6,-6,16.16,16.319,2372,0.084,0,3,1,,438,20,NZ_180830_s29.d,Find by Molecular Feature
1168,3632.3927,7.4,3633.7912,13136,80,1815.1891,TRUE,Cpd 1168: 7.400,,1815.6821,Negative,-2,-2,7.351,7.568,851,0.101,0,4,1,,284,3,NZ_180830_s29.d,Find by Molecular Feature
1133,3630.3866,7.035,3631.7117,26954,80,1814.186,TRUE,Cpd 1133: 7.035,0.0004,1814.689,Negative,-2,-3,6.96,7.11,1026,0.082,0,8,2,,270,9,NZ_180830_s29.d,Find by Molecular Feature
1198,3628.4111,7.814,3629.3617,22547,80,1208.4631,TRUE,Cpd 1198: 7.814,,1208.7975,Negative,-3,-3,7.776,7.909,2350,0.081,0,3,1,,297,1,NZ_180830_s29.d,Find by Molecular Feature
1194,3628.4099,7.753,3630.0841,194976,80,1813.1978,TRUE,Cpd 1194: 7.753,0.0014,1813.6998,Negative,-2,-3,7.634,7.917,5343,0.138,0.03,11,2,,295,5,NZ_180830_s29.d,Find by Molecular Feature
1505,3626.5834,10.08,3628.4444,2028011,100,603.4234,TRUE,Cpd 1505: 10.080,0.0028,603.5903,Negative,-2,-8,9.882,10.265,48804,0.1,0.28,46,7,,382,6,NZ_180830_s29.d,Find by Molecular Feature
1580,3619.4905,11.809,3620.5633,104135,95.2,722.8908,TRUE,Cpd 1580: 11.809,,722.8908,Negative,-5,-5,11.639,12.047,6719,0.126,0.01,5,1,,404,16,NZ_180830_s29.d,Find by Molecular Feature
1578,3617.0015,11.808,3619.8751,176375,80,722.3931,TRUE,Cpd 1578: 11.808,0.0019,722.9908,Negative,-4,-5,11.614,12.039,6249,0.148,0.02,10,2,,404,16,NZ_180830_s29.d,Find by Molecular Feature
1183,3612.3787,7.59,3613.1065,8053,88.6,1805.1821,TRUE,Cpd 1183: 7.590,,1805.1821,Negative,-2,-2,7.493,7.659,848,0.097,0,3,1,,290,3,NZ_180830_s29.d,Find by Molecular Feature
1169,3610.4048,7.401,3611.8817,29662,100,1804.1951,TRUE,Cpd 1169: 7.401,0.0005,1804.6927,Negative,-2,-3,7.335,7.534,1233,0.093,0,8,2,,284,3,NZ_180830_s29.d,Find by Molecular Feature
1132,3608.4055,7.032,3609.861,43043,98.7,1803.1946,TRUE,Cpd 1132: 7.032,0.0077,1803.6944,Negative,-2,-3,6.952,7.151,1741,0.089,0.01,8,2,,270,9,NZ_180830_s29.d,Find by Molecular Feature
1196,3606.4296,7.753,3608.1358,645586,95.6,1802.2067,TRUE,Cpd 1196: 7.753,0.0017,1802.7089,Negative,-2,-7,7.593,7.959,8581,0.141,0.09,33,6,,295,5,NZ_180830_s29.d,Find by Molecular Feature
1231,3606.4227,8.076,3607.4685,31294,94.2,600.0651,TRUE,Cpd 1231: 8.076,0.0087,600.2319,Negative,-2,-6,7.926,8.242,920,0.109,0,13,4,,311,2,NZ_180830_s29.d,Find by Molecular Feature
1530,3605.4977,10.849,3606.3082,21361,80,900.3671,TRUE,Cpd 1530: 10.849,,900.3671,Negative,-4,-4,10.757,10.965,1752,0.096,0,3,1,,393,3,NZ_180830_s29.d,Find by Molecular Feature
1180,3600.4418,7.58,3602.1696,59282,80,719.0807,TRUE,Cpd 1180: 7.580,0.0123,719.2819,Negative,-5,-6,7.434,7.701,2467,0.091,0.01,11,2,,289,1,NZ_180830_s29.d,Find by Molecular Feature
1170,3588.4295,7.402,3589.7904,58650,88.7,1793.2031,TRUE,Cpd 1170: 7.402,0.0228,1793.7021,Negative,-2,-5,7.326,7.593,2273,0.126,0.01,8,2,,284,3,NZ_180830_s29.d,Find by Molecular Feature
1128,3586.4199,7.031,3587.802,72985,100,1792.203,TRUE,Cpd 1128: 7.031,0.0025,1792.7054,Negative,-2,-3,6.96,7.176,2752,0.105,0.01,8,2,,270,9,NZ_180830_s29.d,Find by Molecular Feature
1230,3584.4495,8.068,3586.1917,353281,100,715.8827,TRUE,Cpd 1230: 8.068,0.0019,716.0825,Negative,-2,-6,7.917,8.175,6784,0.119,0.05,27,5,,311,2,NZ_180830_s29.d,Find by Molecular Feature
1192,3584.4493,7.749,3586.1629,5569713,100,596.4011,TRUE,Cpd 1192: 7.749,0.002,596.5682,Negative,-2,-8,7.609,7.976,113929,0.141,0.77,48,7,,295,5,NZ_180830_s29.d,Find by Molecular Feature
1199,3584.4469,7.822,3585.4683,594930,87,715.8821,TRUE,Cpd 1199: 7.822,,716.0827,Negative,-5,-5,7.784,7.917,48677,0.078,0.08,3,1,,298,1,NZ_180830_s29.d,Find by Molecular Feature
1171,3584.4464,7.487,3585.8621,208606,86.3,715.8816,TRUE,Cpd 1171: 7.487,0.0043,716.0826,Negative,-2,-7,7.326,7.634,6288,0.139,0.03,20,5,,285,1,NZ_180830_s29.d,Find by Molecular Feature
1178,3572.367,7.559,3573.3428,9368,90.9,1785.1762,TRUE,Cpd 1178: 7.559,,1785.6677,Negative,-2,-2,7.509,7.609,907,0.066,0,3,1,,287,3,NZ_180830_s29.d,Find by Molecular Feature
1181,3567.4087,7.586,3568.9103,57023,100,1782.6964,TRUE,Cpd 1181: 7.586,0.0032,1783.1984,Negative,-2,-3,7.476,7.684,1711,0.114,0.01,9,2,,290,3,NZ_180830_s29.d,Find by Molecular Feature
1167,3566.4371,7.392,3568.1362,753049,100,593.399,TRUE,Cpd 1167: 7.392,0.0022,593.5663,Negative,-2,-7,7.268,7.543,24052,0.088,0.1,36,6,,283,1,NZ_180830_s29.d,Find by Molecular Feature
1130,3564.4414,7.031,3566.1459,137216,100,1781.213,TRUE,Cpd 1130: 7.031,0.0034,1781.7139,Negative,-2,-3,6.927,7.201,5001,0.105,0.02,11,2,,270,9,NZ_180830_s29.d,Find by Molecular Feature
1176,3550.3732,7.556,3551.6428,19880,99,1774.1793,TRUE,Cpd 1176: 7.556,,1774.6762,Negative,-2,-2,7.484,7.626,1430,0.08,0,4,1,,287,3,NZ_180830_s29.d,Find by Molecular Feature
1182,3545.4256,7.587,3547.1776,931311,100,589.8968,TRUE,Cpd 1182: 7.587,0.002,590.0641,Negative,-2,-7,7.326,7.759,17835,0.16,0.13,33,6,,290,3,NZ_180830_s29.d,Find by Molecular Feature
1131,3542.4594,7.032,3544.1272,347914,100,1770.2226,TRUE,Cpd 1131: 7.032,0.0051,1770.7244,Negative,-2,-6,6.918,7.235,8795,0.099,0.05,29,5,,270,9,NZ_180830_s29.d,Find by Molecular Feature
1244,3529.4322,8.189,3531.0699,339076,100,587.2313,TRUE,Cpd 1244: 8.189,0.0069,587.398,Negative,-2,-6,8.051,8.359,12366,0.109,0.05,23,5,,315,1,NZ_180830_s29.d,Find by Molecular Feature
1214,3529.4316,7.957,3531.1061,298863,100,704.8793,TRUE,Cpd 1214: 7.957,0.002,705.079,Negative,-2,-7,7.792,8.092,5435,0.108,0.04,29,6,,304,1,NZ_180830_s29.d,Find by Molecular Feature
1179,3528.3973,7.564,3529.5248,69369,97.7,1763.186,TRUE,Cpd 1179: 7.564,0.0172,1763.6862,Negative,-2,-6,7.443,7.701,2287,0.101,0.01,13,5,,288,1,NZ_180830_s29.d,Find by Molecular Feature
1124,3524.4826,7.025,3525.012,48932,100,586.4065,TRUE,Cpd 1124: 7.025,,586.4065,Negative,-6,-6,6.935,7.185,5459,0.109,0.01,3,1,,269,2,NZ_180830_s29.d,Find by Molecular Feature
1129,3520.4781,7.031,3522.0417,2908370,100,703.0883,TRUE,Cpd 1129: 7.031,0.0021,703.2892,Negative,-2,-8,6.902,7.235,93498,0.107,0.4,39,7,,270,9,NZ_180830_s29.d,Find by Molecular Feature
1459,3520.4768,9.721,3521.9334,47230,97.1,703.0879,TRUE,Cpd 1459: 9.721,0.0031,703.2901,Negative,-4,-5,9.641,9.816,2750,0.072,0.01,9,2,,370,30,NZ_180830_s29.d,Find by Molecular Feature
1410,3512.6326,9.573,3513.2749,198754,87,584.4315,TRUE,Cpd 1410: 9.573,,584.4315,Negative,-6,-6,9.441,9.624,18849,0.107,0.03,3,1,,364,1,NZ_180830_s29.d,Find by Molecular Feature
1177,3506.4037,7.556,3508.1133,772310,100,583.3932,TRUE,Cpd 1177: 7.556,0.0024,583.5603,Negative,-2,-7,7.409,7.743,24730,0.103,0.11,37,6,,287,3,NZ_180830_s29.d,Find by Molecular Feature
1162,3433.2793,7.321,3434.6014,12819,100,1715.6324,TRUE,Cpd 1162: 7.321,,1716.1332,Negative,-2,-2,7.243,7.384,965,0.081,0,4,1,,279,9,NZ_180830_s29.d,Find by Molecular Feature
1494,3430.4676,9.915,3431.7289,12918,100,1714.2265,TRUE,Cpd 1494: 9.915,,1714.7283,Negative,-2,-2,9.866,9.974,1088,0.067,0,4,1,,379,5,NZ_180830_s29.d,Find by Molecular Feature
1157,3411.2972,7.318,3412.5526,23547,100,1704.6413,TRUE,Cpd 1157: 7.318,,1705.1436,Negative,-2,-2,7.235,7.401,1544,0.09,0,4,1,,279,9,NZ_180830_s29.d,Find by Molecular Feature
1493,3408.4846,9.913,3409.7604,23073,100,1703.235,TRUE,Cpd 1493: 9.913,,1703.7362,Negative,-2,-2,9.849,9.982,1668,0.077,0,4,1,,379,5,NZ_180830_s29.d,Find by Molecular Feature
1161,3389.3156,7.319,3390.7116,38898,100,1693.6505,TRUE,Cpd 1161: 7.319,,1694.1515,Negative,-2,-2,7.218,7.409,2166,0.098,0.01,5,1,,279,9,NZ_180830_s29.d,Find by Molecular Feature
1491,3386.5035,9.911,3388.0767,41252,100,1692.2445,TRUE,Cpd 1491: 9.911,,1692.7453,Negative,-2,-2,9.841,10.007,2662,0.084,0.01,5,1,,379,5,NZ_180830_s29.d,Find by Molecular Feature
1159,3367.3346,7.318,3368.7699,64288,100,1682.66,TRUE,Cpd 1159: 7.318,,1683.1621,Negative,-2,-2,7.21,7.418,3647,0.099,0.01,5,1,,279,9,NZ_180830_s29.d,Find by Molecular Feature
1489,3364.5217,9.908,3366.2246,71689,100,1681.2536,TRUE,Cpd 1489: 9.908,,1681.7552,Negative,-2,-2,9.841,10.016,4093,0.086,0.01,6,1,,378,4,NZ_180830_s29.d,Find by Molecular Feature
1527,3348.5525,10.756,3350.1656,94486,82.8,557.0848,TRUE,Cpd 1527: 10.756,0.0007,557.2515,Negative,-2,-6,10.598,10.865,2731,0.109,0.01,15,3,,392,1,NZ_180830_s29.d,Find by Molecular Feature
1160,3345.3528,7.318,3346.883,106384,100,1671.6691,TRUE,Cpd 1160: 7.318,,1672.1704,Negative,-2,-2,7.218,7.426,4936,0.1,0.01,6,1,,279,9,NZ_180830_s29.d,Find by Molecular Feature
1490,3342.5417,9.908,3344.0601,197446,100,1670.2625,TRUE,Cpd 1490: 9.908,0.0052,1670.764,Negative,-2,-6,9.824,10.032,7313,0.085,0.03,21,5,,378,4,NZ_180830_s29.d,Find by Molecular Feature
1081,3329.2997,6.499,3330.5637,11984,100,1663.6426,TRUE,Cpd 1081: 6.499,,1664.1444,Negative,-2,-2,6.444,6.56,982,0.072,0,4,1,,254,8,NZ_180830_s29.d,Find by Molecular Feature
1158,3323.3721,7.318,3324.9977,201861,100,1660.679,TRUE,Cpd 1158: 7.318,0.0049,1661.1799,Negative,-2,-3,7.193,7.451,8977,0.1,0.03,11,2,,279,9,NZ_180830_s29.d,Find by Molecular Feature
1173,3323.3676,7.519,3324.6051,12370,86.8,1660.6765,TRUE,Cpd 1173: 7.519,,1661.1796,Negative,-2,-2,7.459,7.584,928,0.073,0,4,1,,286,4,NZ_180830_s29.d,Find by Molecular Feature
1487,3320.5607,9.905,3322.2903,1675877,100,552.4195,TRUE,Cpd 1487: 9.905,0.0011,552.5867,Negative,-4,-7,9.749,10.082,50106,0.093,0.23,28,4,,378,4,NZ_180830_s29.d,Find by Molecular Feature
351,3312.3884,0.78,3313.1964,23111,100,1655.1869,TRUE,Cpd 351: 0.780,,1655.1869,Negative,-2,-2,0.732,0.84,3407,0.058,0,3,1,,26,15,NZ_180830_s29.d,Find by Molecular Feature
1086,3307.3213,6.503,3308.6704,20514,99.9,1652.6534,TRUE,Cpd 1086: 6.503,,1653.1538,Negative,-2,-2,6.435,6.585,1337,0.084,0,4,1,,254,8,NZ_180830_s29.d,Find by Molecular Feature
326,3306.381,0.764,3308.0011,14117,100,1652.1832,TRUE,Cpd 326: 0.764,,1652.1832,Negative,-2,-2,0.698,0.807,1136,0.063,0,5,1,,24,8,NZ_180830_s29.d,Find by Molecular Feature
1127,3303.3951,7.029,3306.145,35166,80,1650.6903,TRUE,Cpd 1127: 7.029,,1652.174,Negative,-2,-2,6.918,7.176,1424,0.116,0,7,1,,270,9,NZ_180830_s29.d,Find by Molecular Feature
1156,3301.3912,7.317,3302.8592,569368,100,1649.6884,TRUE,Cpd 1156: 7.317,0.0019,1650.1897,Negative,-2,-6,7.185,7.493,17134,0.099,0.08,26,5,,279,9,NZ_180830_s29.d,Find by Molecular Feature
1174,3301.3883,7.521,3302.6633,22371,98.4,1649.6866,TRUE,Cpd 1174: 7.521,0.0063,1650.1874,Negative,-2,-3,7.451,7.609,1304,0.086,0,5,2,,286,4,NZ_180830_s29.d,Find by Molecular Feature
1154,3297.4195,7.314,3298.5686,19782,80,658.4766,TRUE,Cpd 1154: 7.314,,658.4766,Negative,-5,-5,7.243,7.384,1862,0.082,0,4,1,,279,9,NZ_180830_s29.d,Find by Molecular Feature
322,3296.419,0.761,3300.746,36677,80,1647.2022,TRUE,Cpd 322: 0.761,,1649.1768,Negative,-2,-2,0.698,0.832,2948,0.076,0.01,9,1,,24,8,NZ_180830_s29.d,Find by Molecular Feature
1080,3285.3376,6.498,3286.7858,32198,100,1641.6615,TRUE,Cpd 1080: 6.498,,1642.1642,Negative,-2,-2,6.419,6.602,2040,0.095,0,5,1,,254,8,NZ_180830_s29.d,Find by Molecular Feature
1126,3283.3855,7.029,3284.8165,50143,100,1640.6839,TRUE,Cpd 1126: 7.029,0.0112,1641.183,Negative,-2,-3,6.952,7.16,2085,0.095,0.01,9,2,,270,9,NZ_180830_s29.d,Find by Molecular Feature
1185,3283.3714,7.683,3284.7445,11670,80,1640.6784,TRUE,Cpd 1185: 7.683,,1641.175,Negative,-2,-2,7.626,7.734,1021,0.064,0,4,1,,291,3,NZ_180830_s29.d,Find by Molecular Feature
1964,3279.8457,16.397,3281.6641,134433,80,408.9734,TRUE,Cpd 1964: 16.397,,409.2186,Negative,-8,-8,16.302,16.518,27191,0.092,0.02,3,1,,461,14,NZ_180830_s29.d,Find by Molecular Feature
1155,3279.4105,7.316,3280.9832,4996882,100,654.8748,TRUE,Cpd 1155: 7.316,0.0005,655.0753,Negative,-2,-8,7.168,7.501,130957,0.099,0.69,47,7,,279,9,NZ_180830_s29.d,Find by Molecular Feature
1123,3279.4079,7.019,3281.0153,358289,82.3,654.874,TRUE,Cpd 1123: 7.019,0.0022,655.0749,Negative,-3,-7,6.81,7.193,7552,0.148,0.05,22,5,,269,2,NZ_180830_s29.d,Find by Molecular Feature
1175,3279.4078,7.523,3280.91,364932,100,654.8741,TRUE,Cpd 1175: 7.523,0.0019,655.0745,Negative,-2,-6,7.443,7.684,10866,0.096,0.05,26,5,,286,4,NZ_180830_s29.d,Find by Molecular Feature
1551,3272.9483,11.613,3273.4673,105900,90.4,653.5823,TRUE,Cpd 1551: 11.613,0.0164,653.5823,Negative,-5,-6,11.456,11.706,11651,0.101,0.01,4,2,,399,4,NZ_180830_s29.d,Find by Molecular Feature
41,3271.9313,0.578,3272.4057,11138,92.5,1089.6365,TRUE,Cpd 41: 0.578,,1089.6365,Negative,-3,-3,0.54,0.657,2485,0.066,0,3,1,,3,56,NZ_180830_s29.d,Find by Molecular Feature
1139,3266.3269,7.17,3267.5209,31467,100,1632.1562,TRUE,Cpd 1139: 7.170,,1632.6557,Negative,-2,-2,7.043,7.285,1604,0.126,0,4,1,,272,5,NZ_180830_s29.d,Find by Molecular Feature
1082,3263.3578,6.499,3264.6508,49406,91.7,1630.6716,TRUE,Cpd 1082: 6.499,,1631.1721,Negative,-2,-2,6.419,6.61,3191,0.096,0.01,5,1,,254,8,NZ_180830_s29.d,Find by Molecular Feature
1148,3262.3821,7.246,3263.4838,42392,91,1630.1769,TRUE,Cpd 1148: 7.246,0.0169,1630.6783,Negative,-2,-6,7.16,7.393,1294,0.121,0.01,10,3,,277,1,NZ_180830_s29.d,Find by Molecular Feature
1125,3261.3987,7.028,3262.9651,514604,100,542.5591,TRUE,Cpd 1125: 7.028,0.0025,542.7261,Negative,-2,-7,6.927,7.151,12751,0.088,0.07,32,6,,270,9,NZ_180830_s29.d,Find by Molecular Feature
1184,3261.3819,7.682,3262.7121,21468,100,1629.6837,TRUE,Cpd 1184: 7.682,,1630.1878,Negative,-2,-2,7.618,7.751,1467,0.074,0,4,1,,291,3,NZ_180830_s29.d,Find by Molecular Feature
1134,3255.3975,7.114,3256.8494,254261,100,650.0723,TRUE,Cpd 1134: 7.114,0.0016,650.2723,Negative,-2,-6,6.968,7.251,9046,0.11,0.04,23,5,,271,1,NZ_180830_s29.d,Find by Molecular Feature
1769,3248.0257,16.226,3249.323,30019,80,404.9959,TRUE,Cpd 1769: 16.226,,405.2406,Negative,-8,-8,16.177,16.302,4521,0.063,0,3,1,,438,20,NZ_180830_s29.d,Find by Molecular Feature
1164,3244.3482,7.355,3245.5638,22452,92.5,1621.1668,TRUE,Cpd 1164: 7.355,,1621.6667,Negative,-2,-2,7.26,7.451,1386,0.111,0,4,1,,281,2,NZ_180830_s29.d,Find by Molecular Feature
1138,3244.3471,7.167,3245.7919,54779,100,1621.1663,TRUE,Cpd 1138: 7.167,,1621.6663,Negative,-2,-2,7.026,7.268,2396,0.123,0.01,5,1,,272,5,NZ_180830_s29.d,Find by Molecular Feature
1085,3241.376,6.5,3242.9022,86777,100,1619.6807,TRUE,Cpd 1085: 6.500,,1620.1814,Negative,-2,-2,6.419,6.635,4454,0.103,0.01,6,1,,254,8,NZ_180830_s29.d,Find by Molecular Feature
1147,3240.3856,7.239,3241.7988,334580,100,647.0694,TRUE,Cpd 1147: 7.239,0.0022,647.2705,Negative,-2,-6,7.001,7.451,6784,0.123,0.05,22,5,,276,2,NZ_180830_s29.d,Find by Molecular Feature
1186,3239.4036,7.685,3240.8815,376577,100,646.8733,TRUE,Cpd 1186: 7.685,0.0023,647.0735,Negative,-2,-6,7.559,7.851,12552,0.09,0.05,26,5,,291,3,NZ_180830_s29.d,Find by Molecular Feature
186,3234.9598,0.597,3235.9921,8035,80,1077.3127,TRUE,Cpd 186: 0.597,,1077.6444,Negative,-3,-3,0.549,0.657,1314,0.06,0,3,1,,6,78,NZ_180830_s29.d,Find by Molecular Feature
1202,3228.3633,7.884,3229.1111,28464,94.3,537.0547,TRUE,Cpd 1202: 7.884,0.0096,537.2212,Negative,-2,-6,7.743,7.984,1035,0.105,0,9,3,,300,1,NZ_180830_s29.d,Find by Molecular Feature
1470,3224.887,9.724,3225.7891,65358,93.8,805.2145,TRUE,Cpd 1470: 9.724,,805.2145,Negative,-4,-4,9.508,9.941,3505,0.157,0.01,3,1,,371,2,NZ_180830_s29.d,Find by Molecular Feature
1136,3222.3635,7.165,3223.877,140787,100,1610.1736,TRUE,Cpd 1136: 7.165,0.0063,1610.6753,Negative,-2,-6,6.977,7.293,3667,0.12,0.02,21,5,,272,5,NZ_180830_s29.d,Find by Molecular Feature
1166,3222.36,7.364,3223.7645,41226,99.6,1610.1727,TRUE,Cpd 1166: 7.364,,1610.6746,Negative,-2,-2,7.268,7.476,2139,0.113,0.01,5,1,,282,1,NZ_180830_s29.d,Find by Molecular Feature
1083,3219.3948,6.5,3220.8273,149196,100,1608.6902,TRUE,Cpd 1083: 6.500,0.0059,1609.192,Negative,-2,-3,6.41,6.685,8109,0.109,0.02,9,2,,254,8,NZ_180830_s29.d,Find by Molecular Feature
1201,3206.3628,7.866,3207.4608,18948,91.8,1602.1742,TRUE,Cpd 1201: 7.866,0.001,1602.677,Negative,-2,-3,7.784,7.942,1072,0.085,0,5,2,,299,2,NZ_180830_s29.d,Find by Molecular Feature
1165,3200.3824,7.357,3201.8293,554923,100,639.069,TRUE,Cpd 1165: 7.357,0.0081,639.2694,Negative,-2,-6,7.251,7.534,14313,0.115,0.08,25,5,,281,2,NZ_180830_s29.d,Find by Molecular Feature
